,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
32533,2013|MasterPernhart,2013,1880,m,"Ebers, Georg,",The historical romances of Georg Ebers,f,,1880,m,0
56218,uc1.$b57090|HaraldSigurdson,uc1.$b57090,1949,m,"Muntz, Hope.","The golden warrior, | the story of Harold and William. | $c: With a foreword by G.M. Trevelyan.",f,,1949,m,0
20935,1370|Berghedorf,1370,1856,m,"Talvj,","Woodhill, or, the ways of providence",f,,1856,m,0
35966,5103|Morris,5103,1895,m,"Stevenson, Robert Louis,",The novels and tales of Robert Louis Stevenson,m,,1895,m,0
45021,mdp.39015059421845|Charley,mdp.39015059421845,1916,m,"Mrs., [Jameson, Annie Edith Foster]",The matchmakers,f,,1916,m,0
36142,9940|Mr.Bilson,9940,1896,m,"Harte, Bret,",The writings of Bret Harte,m,,1896,m,0
37372,8264|Alexander,8264,1897,m,"Newell, William Wells,",King Arthur and the table round,f,,1897,m,0
53268,mdp.39015001589459|Jim,mdp.39015001589459,1933,m,"Wood, Paul Spencer,","Descriptive and narrative prose,",m,,1933,m,0
61766,uc1.$b56172|Miguel,uc1.$b56172,1950,m,"Pollock, Alyce.","Don Gaucho, | $c: by Alyce Pollock and Ruth Goode.",f,,1950,m,0
24457,13795|Mr.Lowther,13795,1867,m,"Yates, Edmund Hodgson,",Black sheep,m,,1867,m,0
49334,uc1.b3073047|LukeBenjamin,uc1.b3073047,1927,m,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,m,,1927,m,0
23977,10010|Murray,10010,1864,m,"Aubert de Gaspé, Philippe,",The Canadians of old,f,,1864,m,0
37464,3308|Antoine,3308,1894,m,"Maartens, Maarten,",The greater glory;,m,,1894,m,0
44136,uc2.ark+=13960=t78s4n85h|James,uc2.ark+=13960=t78s4n85h,1919,m,"Boyd, Frank M ,",A Pelican's tale,m,,1919,m,0
56943,uc1.$b76938|Billy,uc1.$b76938,1940,m,"Meier, Frank.","Up for air; | diving for a living, | $c: by Frank Meier, master diver.",m,,1940,m,0
37046,7431|LordGeorge,7431,1898,m,"Dickens, Charles,",The works of Charles Dickens,m,,1898,m,0
37867,14600|Ralph,14600,1891,m,"Craik, Georgiana M. (Georgiana Marion),",Patience Holt,f,,1891,m,0
40033,wu.89098022114|Mr.Coleman,wu.89098022114,1900,m,"Dorr, Louise Snow.",The mills of the gods,f,,1900,m,0
33581,10493|Mr.Rader,10493,1883,m,"Jones, Sarah J.","Downward, or, The new distillery",f,,1883,m,0
53334,uc1.$b245317|Puigi,uc1.$b245317,1930,m,"(Victor Sawdon), Pritchett, V. S.","The Spanish virgin, and other stories,",u,,1930,m,0
36112,210|Lecomte,210,1895,m,"(Robert William), Chambers, Robert W.",The red republic,m,,1895,m,0
56555,mdp.39015008631411|UncleChan,mdp.39015008631411,1948,m,"Lin, Yutang,","Chinatown family, | a novel.",m,,1948,m,0
21205,10875|Ben,10875,1854,m,"Thorpe, Thomas Bangs,",The master's house;,m,,1854,m,0
49042,uc1.b3688059|Shemwell,uc1.b3688059,1928,m,"Cobb, Irvin S. (Irvin Shrewsbury),","All aboard; | saga of the romantic river, | $c: by Irvin S. Cobb.",m,,1928,m,0
36930,4212|Liljedahl,4212,1892,m,"Bjursten, Herman,",The play of fate,m,,1892,m,0
25551,8789|Marcus,8789,1867,m,"Aimwell, Walter,","Jessie; or, Trying to be somebody",m,,1867,m,0
41006,mdp.39015063933876|LordDerby,mdp.39015063933876,1903,m,"Letts, E. F.","Nicholas Mosley, loyalist;",u,,1903,m,0
32462,7892|Willie,7892,1884,m,"Church, Alfred John,",The chantry priest of Barnet;,m,,1884,m,0
35992,8885|JohnGordon,8885,1898,m,"Lloyd, Wallace.",Houses of glass,m,,1898,m,0
56473,uc1.b4445388|Charlie,uc1.b4445388,1944,m,"Farrell, James T. (James Thomas),","To whom it may concern, | more stories.",m,,1944,m,0
36839,2241|Mr.Ferris,2241,1896,m,"Fisher, George P.",Out of the woods,m,,1896,m,0
28541,11629|Carlton,11629,1877,m,"Bruner, Jane W.",Free prisoners,f,,1877,m,0
41577,njp.32101065596387|Dr.Marshal,njp.32101065596387,1908,m,"Webster, Henry Kitchell,",The whispering man,m,,1908,m,0
53398,mdp.39015031219952|Mark,mdp.39015031219952,1936,m,,The bedside book of famous American stories / | $c: edited by Angus Burrell and Bennett A. Cerf.,u,,1936,m,0
36244,13800|Dr.Dale,13800,1892,m,"(Grundy), Laffan, Bertha Jane",The Peyton romance,f,,1892,m,0
41096,njp.32101065704916|LordEdward,njp.32101065704916,1902,m,"Reed, Talbot Baines,",Kilgorman,m,,1902,m,0
49008,uc1.b3525075|TsaoHsi,uc1.b3525075,1927,m,,"Shanghai stories / | $c: by members of the Short Story Club, Shanghai.",u,,1927,m,0
48840,uc1.$b244315|Dr.Weir,uc1.$b244315,1927,m,"Young, Francis Brett,",Love is enough | $c: [by] Francis Brett Young.,m,,1927,m,0
33832,12859|Percy,12859,1884,m,"Mrs. Greene, (Louisa Lilias),",The school-boy baronet,f,,1884,m,0
49456,mdp.39015008515531|Donald,mdp.39015008515531,1924,m,"Mackenzie, Compton, Sir,","The heavenly ladder, | $c: by Compton Mackenzie.",m,,1924,m,0
32147,8654|Frank,8654,1889,m,"Marryat, Frederick,",The little savage,m,,1889,m,0
41014,uc2.ark+=13960=t6d21s08m|MonsieurdePepicot,uc2.ark+=13960=t6d21s08m,1904,m,"Stephens, Robert Neilson,",The bright face of danger;,m,,1904,m,0
53179,uc1.$b98397|Aylton,uc1.$b98397,1935,m,"Masefield, John,","Victorious Troy; | or, The Hurrying Angel, | $c: by John Masefield.",m,,1935,m,0
52246,mdp.39015063541919|Curtis,mdp.39015063541919,1932,m,"Beeding, Francis.","Murder intended, | $c: by Francis Beeding.",m,,1932,m,0
28838,15000|Weyland,15000,1879,m,,Library of famous fiction,u,,1879,m,0
21823,14864|Aubrey,14864,1855,m,"(Catherine Charlotte), Maberly, Mrs.",Display,f,,1855,m,0
41358,uva.x000388850|IvanAndreevitch*,uva.x000388850,1904,m,"Turgenev, Ivan Sergeevich,",The diary of a superfluous man,m,,1904,m,0
41738,uc2.ark+=13960=t9280761q|Dulverton,uc2.ark+=13960=t9280761q,1901,m,"Begbie, Harold,",The fall of the curtain,m,,1901,m,0
32247,9916|Ben,9916,1888,m,"(Benjamin Leopold), Farjeon, B. L.",The tragedy of Featherstone,m,,1888,m,0
35977,7118|Bateman,7118,1897,m,"Gilchrist, Murray,",A Peakland faggot;,m,,1897,m,0
29513,497|JamesFarly,497,1874,m,"Phillips, Waldorf Henry,",The world to blame,m,,1874,m,0
37157,7973|Mr.Snelson,7973,1892,m,"Harris, Joel Chandler,",On the plantation;,m,,1892,m,0
20091,7933|God,7933,1850,m,"Howard, Mary M. (Mary Matilda),",Compton Merivale,f,,1850,m,0
37805,14893|Nekhludoff,14893,1898,m,"Tolstoy, Leo, graf,",Complete works,m,,1898,m,0
41440,uc2.ark+=13960=t20c50q89|Mr.Dawson,uc2.ark+=13960=t20c50q89,1903,m,"Thomas, Cyrus,",The Rev. John,u,,1903,m,0
24187,2576|RichardKnighton,2576,1864,m,"Trollope, Frances Milton,",The young heiress,f,,1864,m,0
36741,11799|Dundee,11799,1897,m,"Crockett, S. R. (Samuel Rutherford),",Lochinvar,m,,1897,m,0
25707,11564|Mr.Harley,11564,1862,m,"Lavenu, L. S.","Erlesmere: or, Contrasts of character",u,,1862,m,0
36128,5703|Pearson,5703,1891,m,"Mrs. Oliphant, (Margaret),",The Marriage of Elinor,f,,1891,m,0
41554,mdp.39015059384316|Nelly,mdp.39015059384316,1903,m,"Ainsworth, William Harrison,",The flitch of bacon,m,,1903,m,0
48806,mdp.39015059423098|Mr.McCaughan,mdp.39015059423098,1920,m,"Ervine, St. John G. (St. John Greer),",The foolish lovers,m,,1920,m,0
53076,mdp.39015002717802|Mr.Jones,mdp.39015002717802,1937,m,"Rinehart, Mary Roberts,","Tish marches on, | $c: Mary Roberts Rinehart.",f,,1937,m,0
40419,loc.ark+=13960=t57d3pf92|Mike,loc.ark+=13960=t57d3pf92,1907,m,"Delevante, Michael. [from old catalog]",Panama pictures; nature and life in the land of the great canal,m,,1907,m,0
33799,103|Oswald,103,1881,m,"Madame de Staël, (Anne-Louise-Germaine),","Corinne; or, Italy",f,,1881,m,0
29410,9271|Kouzma,9271,1879,m,"Gréville, Henry,","Markof, the Russian violinist;",f,,1879,m,0
48637,mdp.39015002974130|Ed,mdp.39015002974130,1922,m,"Jennings, Al,",Through the shadows with O. Henry / | $c: by Al. Jennings.,m,,1922,m,0
57567,yul.12248261_000_00|Julian,yul.12248261_000_00,1941,m,"Schulberg, Budd.",What makes Sammy run? | $c: By Budd Schulberg.,m,,1941,m,0
49661,uva.x030800550|Caleb,uva.x030800550,1921,m,"Cady, Harrison,",Caleb Cottontail; his adventures in search of the cotton plant,m,,1921,m,0
53027,uc1.$b29633|Cary,uc1.$b29633,1938,m,"Blankenship, Russell.","Contemporary literature | $c: [edited by] Russell Blankenship, Rollo L. Lyman [and] Howard C. Hill, illustrations by W. M. Berger.",m,,1938,m,0
36820,7726|Melville,7726,1897,m,"Setoun, Gabriel,",George Malcolm,m,,1897,m,0
44662,nyp.33433074807839|YoungCarr,nyp.33433074807839,1914,m,"McCall, Sidney.",Ariadne of Allan Water,m,,1914,m,0
56774,mdp.39015005607828|AaronGadd,mdp.39015005607828,1949,m,"Lewis, Sinclair,","The God-seeker, | $c: a novel [by] Sinclair Lewis.",m,,1949,m,0
56057,uc1.$b802902|Max,uc1.$b802902,1940,m,"Rorick, Isabel Scott,","Mr. and Mrs. Cugat, | the record of a happy marriage, | $c: by Isabel Scott Rorick; illustrated by Floyd A. Hardy.",f,,1940,m,0
33004,10395|HerrHartmannHartmanni,10395,1883,m,"Hausrath, Adolf,",Klytia,m,,1883,m,0
44506,uc2.ark+=13960=t48p5xg2k|Picard,uc2.ark+=13960=t48p5xg2k,1918,m,"Cramb, John Adam,",Schönbrunn,m,,1918,m,0
53158,uc1.$b299643|Edward,uc1.$b299643,1930,m,"Baring, Maurice,","Robert Peckham, | $c: by Maurice Baring.",m,,1930,m,0
32120,214|Wilkie,214,1887,m,"Knight, William Angus,",Memorials of Coleorton;,f,,1887,m,0
45270,mdp.39015062495349|Mr.Renshaw,mdp.39015062495349,1912,m,"Wodehouse, P. G. (Pelham Grenville),",The prince and Betty,m,,1912,m,0
56495,uc1.b3607832|FatherAntonio,uc1.b3607832,1943,m,"Curtin, Mary McKenna,",Pilgrims all; | collected | $c: by Mary McKenna Curtin.,f,,1943,m,0
44181,wu.89094659497|Mr.Reeves,wu.89094659497,1914,m,"Bruce, H. Addington (Henry Addington),",Adventurings in the psychical,u,,1914,m,0
36842,5102|LordDurrisdeer,5102,1895,m,"Stevenson, Robert Louis,",The novels and tales of Robert Louis Stevenson,m,,1895,m,0
52854,inu.32000000107260|Wentworth,inu.32000000107260,1931,m,,Jane Austen's novels : | connected extracts / | $c: edited by Elizabeth D'Oyley.,u,,1931,m,0
57130,uc1.b4097395|Pilate,uc1.b4097395,1942,m,"Douglas, Lloyd C. (Lloyd Cassel),",The robe.,m,,1942,m,0
21243,8905|Barry,8905,1854,m,"Simms, William Gilmore,","Katharine Walton; or, The rebel of Dorchester",m,,1854,m,0
20135,6347|Osmond,6347,1856,m,"Feuillet, Octave,",The life and adventures of Punchinello,m,,1856,m,0
53022,mdp.39015002974387|Stephen,mdp.39015002974387,1933,m,"Luhan, Mabel Dodge,",Intimate memories.,u,,1933,m,0
52264,uc1.$b57121|Joseph,uc1.$b57121,1937,m,"Oliver, Jane.",Mine is the kingdom.,f,,1937,m,0
29208,14570|Dr.Harding,14570,1879,m,"Keon, Miles Gerald,",Harding the money-spinner,m,,1879,m,0
32947,6114|Dick,6114,1881,m,"Wilson, F. T.",Surf,u,,1881,m,0
29611,13061|Gerhard,13061,1871,m,"Schwartz, Marie Sophie,",The wife of a vain man,f,,1871,m,0
24059,12747|Mr.Kemp,12747,1863,m,"Hayward, Maria Louise.","The Huntingdons, or, Glimpses of inner life",f,,1863,m,0
28462,2922|DAN,2922,1878,m,"Diaz, Abby Morton,",The Jimmyjohns,f,,1878,m,0
48815,uc2.ark+=13960=t22b8w54c|Paul,uc2.ark+=13960=t22b8w54c,1922,m,"Brand, Max,",The garden of Eden,m,,1922,m,0
49069,mdp.39015063688876|Bill,mdp.39015063688876,1922,m,"Mayo, Katherine,",Mounted justice; true stories of the Pennsylvania state police,f,,1922,m,0
40830,uc2.ark+=13960=t24b32b2f|Will,uc2.ark+=13960=t24b32b2f,1909,m,"Doudy, Jane Sarah Staines.",Growing towards the light,f,,1909,m,0
48273,mdp.39015036696899|AlphonseLacour,mdp.39015036696899,1923,m,"Doyle, Arthur Conan, Sir,","The green flag, and other stories of war and sport, | $c: by A. Conon Doyle.",m,,1923,m,0
21171,12523|Tindal,12523,1854,m,"Hamley, Edward Bruce,",Lady Lee's widowhood,m,,1854,m,0
41605,uc2.ark+=13960=t0xp6vg8t|Mr.Rogers,uc2.ark+=13960=t0xp6vg8t,1903,m,"Quiller-Couch, Arthur Thomas, Sir,",The adventures of Harry Revel,m,,1903,m,0
55950,uc1.$b106175|David,uc1.$b106175,1942,m,"Mason, F. van Wyck (Francis van Wyck),",Rivers of glory | $c: [by] F. Van Wyck Mason.,m,,1942,m,0
32770,13788|Dr.Houghton,13788,1889,m,"(Margaret), Oliphant, Mrs.",Neighbours on the green,f,,1889,m,0
28359,7968|Shakespeare,7968,1873,m,"Cooke, John Esten,",Her majesty the queen,m,,1873,m,0
28609,6976|Dean,6976,1879,m,"(Margaret), Oliphant, Mrs.",Within the precincts,f,,1879,m,0
53494,mdp.39015005406429|Fay,mdp.39015005406429,1937,m,"Heyer, Georgette,",The unfinished clue ...,f,,1937,m,0
32396,4258|Horrocks,4258,1889,m,"Thackeray, William Makepeace,",Vanity fair,m,,1889,m,0
36423,10946|Mr.Sullivan,10946,1899,m,"Wilcox, Marrion,",Vengeance of the female,u,,1899,m,0
41631,uc1.b3321975|Cornelius,uc1.b3321975,1901,m,"Conrad, Joseph,",Complete works / | $c: Joseph Conrad.,m,,1901,m,0
32979,1951|LouisFontaine,1951,1886,m,"Cooke, Rose Terry,",The sphinx's children and other people's,f,,1886,m,0
40989,nyp.33433074806393|Ned,nyp.33433074806393,1906,m,"Mrs., Wright, Mary (Tappan)",The tower;,f,,1906,m,0
21682,1151|Nat,1151,1856,m,"Robinson, Solon,",The Green-Mountain girls,m,,1856,m,0
49629,uc1.$b299558|Scott,uc1.$b299558,1923,m,"Alexander, Charles,",The fang in the forest / | $c: by Charles Alexander ; illustrated by Paul Bransom.,m,,1923,m,0
32637,9854|Mr.Rocknam,9854,1885,m,"Trowbridge, J. T. (John Townsend),",Farnell's folly,m,,1885,m,0
56737,mdp.39015030742269|Gershon,mdp.39015030742269,1948,m,"(Lloyd Cassel), Douglas, Lloyd C.",The Big Fisherman.,m,,1948,m,0
49380,mdp.39015071614700|FransMiller,mdp.39015071614700,1929,m,"Pinchot, Ann.",Hour upon the stage / | $c: by Ann Pinchot.,f,,1929,m,0
53415,mdp.39015032010913|Albert,mdp.39015032010913,1931,m,"Davis, George,","The opening of a door, | $c: a novel by George Davis.",m,,1931,m,0
20258,2470|Ben,2470,1854,m,"Sleeper, John Sherburne,",Salt water bubbles;,m,,1854,m,0
25211,13659|Mr.Sharker,13659,1864,m,"Saunders, John,",Guy Waterman,m,,1864,m,0
41843,uc2.ark+=13960=t76t0jb4w|Frank,uc2.ark+=13960=t76t0jb4w,1901,m,"Standish, Burt L.,",Frank Merriwell's school days,m,,1901,m,0
28296,6750|Robert,6750,1878,m,"Gift, Theo,",Maid Ellice,m,,1878,m,0
40521,nyp.33433081580130|Theodosia,nyp.33433081580130,1908,m,"Cutting, Mary Stewart Doubleday,",The wayfarers,f,,1908,m,0
57710,uc1.$b105644|Adam,uc1.$b105644,1948,m,"Spring, Howard,","There is no armour, | a novel.",m,,1948,m,0
25797,1028|Malcolm,1028,1865,m,"Southworth, Emma Dorothy Eliza Nevitte,",Allworth Abbey,f,,1865,m,0
21771,4971|Edward,4971,1854,m,"Marsh-Caldwell, Anne,",Aubrey,f,,1854,m,0
21332,9727|Clarence,9727,1859,m,"Lytton, Edward Bulwer Lytton, Baron,",Novels of Sir Edward Bulwer Lytton,m,,1859,m,0
44558,mdp.39015047631851|Dewey,mdp.39015047631851,1914,m,"Coursey, O. W. (Oscar William),",The woman with a stone heart;,u,,1914,m,0
57369,pst.000053782748|LiKu,pst.000053782748,1949,m,,All men are brothers / | $c: translated from the Chinese by Pearl S. Buck ; with an introduction by Lin Yutang and illustrations by Miguel Covarrubias.,u,,1949,m,0
45629,mdp.39015031222022|Jeff,mdp.39015031222022,1917,m,"Cobb, Irvin S. (Irvin Shrewsbury),",Those times and these,m,,1917,m,0
40742,uc1.b3326411|Dr.Mayo,uc1.b3326411,1904,m,"Mrs., Stanley, Caroline (Abbot)",Order no. 11,f,,1904,m,0
24112,9867|Wordsworth,9867,1867,m,"MacDonald, George,",Annals of a quiet neighborhood,m,,1867,m,0
52057,uc1.$b63791|FrankCochrane,uc1.$b63791,1938,m,"Smith, Archibald William,","The sword and the rose, | $c: by A. W. Smith.",m,,1938,m,0
61000,pst.000006182830|Merton,pst.000006182830,1950,m,"Van Doren, Mark,",The short stories of Mark Van Doren.,m,,1950,m,0
