,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
17052,4779|CountGerhard,4779,1846,m,"Ingemann, Bernhard Severin,",The childhood of King Erik Menved,m,,1846,m,0
32423,2440|Hedges,2440,1880,m,"Jeffries, Richard,",Greene Ferne farm,m,,1880,m,0
32775,5580|Tommy,5580,1887,m,"Irving, John Treat,","The Van Gelder papers, and other sketches",m,,1887,m,0
59928,mdp.39015014138690|Edwin,mdp.39015014138690,1956,m,"Humphreys, Emyr.",A man's estate.,m,,1956,m,0
45558,uc2.ark+=13960=t8x923m2h|DeMaupeou,uc2.ark+=13960=t8x923m2h,1912,m,"Mountjoy, Henry.",The minister of police,m,,1912,m,0
1850,14894|Winfield,14894,1804,m,"Dallas, Robert Charles,",Aubrey,m,,1804,m,0
53422,mdp.39015003677252|Dobie,mdp.39015003677252,1937,m,"Foster, Michael",American dream; | a novel.,m,,1937,m,0
37301,3589|Joshua,3589,1894,m,"Spofford, Ainsworth Rand,",The library of choice literature and encyclopedia of universal authorship,m,,1894,m,0
76960,mdp.39015032138086|Gordon,mdp.39015032138086,1994,m,"Matthews, Greg.",The wisdom of stones / | $c: Greg Matthews.,m,,1994,m,0
72612,mdp.39015014949112|Popham,mdp.39015014949112,1989,m,"Levin, Michael Graubart.",Settling the score : | a novel / | $c: Michael Levin.,m,,1989,m,0
57876,mdp.39015014516846|Quayle,mdp.39015014516846,1942,m,"Oldridge, James.",Signed with their honour.,m,,1942,m,0
44021,uc2.ark+=13960=t04x54m99|Rudolph,uc2.ark+=13960=t04x54m99,1913,m,"McCutcheon, George Barr,",A fool and his money,m,,1913,m,0
16804,6312|Knight,6312,1842,m,"James, G. P. R. (George Payne Rainsford),","Novels and romances, viz",m,,1842,m,0
16103,6809|DonLouis,6809,1841,m,"Ingraham, J. H. (Joseph Holt),",The quadroone;,m,,1841,m,0
7938,14780|Burns,14780,1820,m,"M'Donogh, Felix,","The hermit in the country, or, Sketches of English manners",m,,1820,m,0
44943,uc2.ark+=13960=t3ws8hw3z|WilliamShort,uc2.ark+=13960=t3ws8hw3z,1913,m,"King, Basil,",The way home,m,,1913,m,0
73191,mdp.39015005932838|Brittain,mdp.39015005932838,1984,m,"Wolfson, Murray.",In the long run we are all dead : | a macroeconomics murder mystery / | $c: Murray Wolfson and Vincent Buranelli.,m,,1984,m,0
20740,14754|DickMiddlemas,14754,1858,m,"Sir, Scott, Walter,",Waverley novels,m,,1858,m,0
56273,mdp.39015000594575|CharlesHunterPaxton,mdp.39015000594575,1943,m,"Queen, Ellery.",There was an old woman : | a novel / | $c: by Ellery Queen.,m,,1943,m,0
29847,9072|Mr.Wontus,9072,1874,m,"Runkel, William M.",Wontus;,m,,1874,m,0
61572,mdp.39015014323128|Mr.Ligurno,mdp.39015014323128,1954,m,"Demarest, Donald.",Fabulous ancestor.,m,,1954,m,0
45907,uc2.ark+=13960=t7zk5890h|Richard,uc2.ark+=13960=t7zk5890h,1919,m,"Hudson, Stephen,",Richard Kurt,m,,1919,m,0
52217,uc1.$b40373|Otto,uc1.$b40373,1938,m,"Johnson, Roy Ivan,",Study and appreciation of the short story | $c: [by] Roy Ivan Johnson...Esther Marshall Cowan [and] Mary Safford Peacock...,m,,1938,m,0
9033,12278|Jenkin*,12278,1822,m,"Scott, Walter, Sir,",The fortunes of Nigel,m,,1822,m,0
73599,mdp.39015011329623|Godey,mdp.39015011329623,1980,m,"Still, James,",The run for the Elbertas / | $c: James Still ; foreword by Cleanth Brooks.,m,,1980,m,0
16390,13005|MonsieurdeMasseran,13005,1841,m,"James, G. P. R. (George Payne Rainsford),",Corse de Leon,m,,1841,m,0
32371,1098|Scott,1098,1885,m,"Sir, Scott, Walter,",Tales of a grandfather,m,,1885,m,0
41424,nyp.33433076046766|VincentDashwood,nyp.33433076046766,1907,m,"White, Fred M. (Fred Merrick),",The nether millstone,m,,1907,m,0
36021,269|Sullivan,269,1897,m,"Roberts, Morley,",The adventures of a ship's doctor,m,,1897,m,0
12220,3567|ColinM'Crone,3567,1836,m,"Picken, Andrew,",The club-book,m,,1836,m,0
72194,mdp.39015004181718|Parsons,mdp.39015004181718,1980,m,"Hall, Oakley M.",Warlock / | $c: Oakley Hall.,m,,1980,m,0
57144,pst.000029901135|Henry,pst.000029901135,1943,m,"Stegner, Wallace Earle,",The Big Rock Candy Mountain / | $c: [by] Wallace Stegner.,m,,1943,m,0
64618,uc1.$b120324|DrKelly,uc1.$b120324,1967,m,"Campbell, Anthony.",The sacred malady: | a novel.,m,,1967,m,0
13786,10357|Arthur,10357,1834,m,"Sir, Scott, Walter,",Waverley novels,m,,1834,m,0
29591,3997|Seaton,3997,1870,m,"Reade, Charles,","Griffith Gaunt, or, Jealousy",m,,1870,m,0
45080,uc2.ark+=13960=t8z894h3p|LordSouthbourne,uc2.ark+=13960=t8z894h3p,1910,m,"Ironside, John.",The red symbol,m,,1910,m,0
48388,pst.000045746260|Saint,pst.000045746260,1925,m,"Clark, Barrett H. (Barrett Harper),","Great short stories of the world : | a collection of complete short stories / | $c: chosen from the literature of all periods and countries, by Barrett H. Clark and Maxim Lieber.",m,,1925,m,0
28414,15014|Evan,15014,1877,m,"(Edward William Lewis), Davies, E. W. L.",Frank Raleigh of Watercombe,m,,1877,m,0
8029,8130|GideonKemp,8130,1823,m,"Galt, John,","Ringan Gilhaize; or, The covenanters",m,,1823,m,0
16667,6318|Mr.Eaton,6318,1842,m,"James, G. P. R. (George Payne Rainsford),","Novels and romances, viz",m,,1842,m,0
60004,uc1.$b101567|George,uc1.$b101567,1958,m,"Dryer, Bernard V. (Bernard Victor),",The image makers; | a novel.,m,,1958,m,0
77291,mdp.39015033088082|Mr.Ordz,mdp.39015033088082,1995,m,"Friedman, Bruce Jay,",The collected short fiction of Bruce Jay Friedman.,m,,1995,m,0
28771,3973|Mr.Bladams,3973,1870,m,"(Robert Henry), Newell, R. H.",The cloven foot,m,,1870,m,0
72960,uc1.32106008664481|Theo,uc1.32106008664481,1988,m,"Stein, Robert,",The chase : | a novel / | $c: by Robert Stein.,m,,1988,m,0
69913,inu.39000003141483|Jeremy,inu.39000003141483,1975,m,"Herbert, Xavier,",Poor fellow my country / | $c: by Xavier Herbert.,m,,1975,m,0
25603,7311|John,7311,1869,m,"Sir, Helps, Arthur,",Realmah,m,,1869,m,0
41588,uc2.ark+=13960=t5db7wx96|Blake,uc2.ark+=13960=t5db7wx96,1908,m,"Mulford, Clarence Edward,",The orphan,m,,1908,m,0
9480,5553|Frederick,5553,1825,m,"Tucker, George,",The valley of Shenandoah;,m,,1825,m,0
68629,mdp.39015005004877|Bernie,mdp.39015005004877,1976,m,"Disch, Thomas M.",334 / | $c: Thomas M. Disch ; with a new introd. by M. John Harrison.,m,,1976,m,0
61125,uc1.$b105646|Frinton,uc1.$b105646,1957,m,"Spring, Howard,",Time and the hour.,m,,1957,m,0
36321,12594|Walton,12594,1899,m,"Van Dyke, Henry,",Fisherman's luck,m,,1899,m,0
44650,uc1.32106002012232|Richard,uc1.32106002012232,1914,m,"Satchell, William.",The greenstone door,m,,1914,m,0
65333,mdp.39015002206376|Asphalter,mdp.39015002206376,1964,m,"Bellow, Saul.",Herzog.,m,,1964,m,0
9609,13421|Bernardo,13421,1825,m,"Bedford, John Harman.",Wanderings of Childe Harolde,m,,1825,m,0
37359,13396|Cornelio,13396,1890,m,"Bandello, Matteo,",The novels of Matteo Bandello,m,,1890,m,0
39949,pst.000005940202|FredericIngham,pst.000005940202,1909,m,"Mabie, Hamilton Wright,",Modern tales and animal stories,m,,1909,m,0
20584,13595|Turk,13595,1857,m,"(David Richard), Morier, David R.",Photo the Suliote,m,,1857,m,0
24404,2536|Calderon,2536,1864,m,"Ticknor, George,",Life of William Hickling Prescott,m,,1864,m,0
13267,9458|Mowbray,9458,1834,m,"Brent, John,",The sea-wolf,m,,1834,m,0
1904,844|JOHNNEWTON,844,1806,m,"Hayley, William,","The life, and posthumous writings, of William Cowper, esqr",m,,1806,m,0
11996,13383|LordGrandborough,13383,1837,m,"Ward, R. Plumer (Robert Plumer),",Illustrations of human life,m,,1837,m,0
48592,uc2.ark+=13960=t5t728w36|Jack,uc2.ark+=13960=t5t728w36,1920,m,"Inness, George,",Random thoughts,m,,1920,m,0
8497,11631|HenryShelbourne,11631,1823,m,"M'Henry, James,","The spectre of the forest, or Annals of the Housatonic",m,,1823,m,0
61220,mdp.39076006873512|Mr.Saposcat,mdp.39076006873512,1959,m,"Beckett, Samuel,",Molloy. | Malone dies [and] The unnamable. | $c: [Translated from the French],m,,1959,m,0
72803,mdp.39015062109155|Vaccaro,mdp.39015062109155,1989,m,"Francis, Dick.",Straight / | $c: Dick Francis.,m,,1989,m,0
53777,uc1.$b105939|Larsen,uc1.$b105939,1937,m,"White, Charles William,",Anna Becker; | a novel | $c: by Max White [pseud.],m,,1937,m,0
36967,11614|Eugene,11614,1899,m,"Balzac, Honoré de,",The novels of Balzac,m,,1899,m,0
73186,mdp.39015020732668|Ayooba,mdp.39015020732668,1981,m,"Rushdie, Salman.",Midnight's children : | a novel / | $c: by Salman Rushdie.,m,,1981,m,0
41208,nyp.33433074787957|Brown,nyp.33433074787957,1906,m,"Lighton, William R. (William Rheem),",Sons of strength,m,,1906,m,0
36609,1067|RueReaumur,1067,1899,m,"Rod, Edouard,",Pastor Naudié's young wife,m,,1899,m,0
76280,mdp.39015022236924|Eichmann,mdp.39015022236924,1991,m,"Massie, Allan,",The sins of the father / | $c: Allan Massie.,m,,1991,m,0
60764,uc1.$b86164|Kennedy,uc1.$b86164,1958,m,"Brinig, Myron,",The looking glass heart.,m,,1958,m,0
49691,uc1.$b25674|Pepe,uc1.$b25674,1924,m,"Grey, Zane,","Tales of southern rivers, | $c: by Zane Grey.  With many illustrations from photographs.",m,,1924,m,0
45183,nyp.33433076080211|Bill,nyp.33433076080211,1913,m,"Trites, W. B. (William B.),",Barbara Gwynne,m,,1913,m,0
37586,9881|Ridgeway,9881,1897,m,"Cobban, J. Maclaren (James Maclaren),",Wilt thou have this woman?,m,,1897,m,0
61311,mdp.39015031843470|Bill,mdp.39015031843470,1951,m,"Murdoch, Walter,","Australian short stories, | $c: selected by Walter Murdoch and H. Drake-Brockman.",m,,1951,m,0
56535,mdp.39015050664153|Jack,mdp.39015050664153,1943,m,"Chambers, Elwyn Whitman,",Invasion! | $c: Cy Whitman Chambers.,m,,1943,m,0
52118,uc1.$b63730|StuartChantilly,uc1.$b63730,1933,m,"Sass, Herbert Ravenel,",Look back to glory / | $c: [by] Herbert Ravenel Sass.,m,,1933,m,0
65786,uc1.b4089970|Bill,uc1.b4089970,1960,m,"Procter, Maurice.",Devil's due.,m,,1960,m,0
65041,mdp.39015011802561|Ed,mdp.39015011802561,1966,m,"Himes, Chester B.,",The big gold dream.,m,,1966,m,0
56461,uc1.$b105801|Mr.Rumbold,uc1.$b105801,1946,m,"Tomlinson, H. M. (Henry Major),","Morning light, | the islanders in the days of oak and hemp | $c: [by] H. M. Tomlinson ...",m,,1946,m,0
21665,11042|Frederick,11042,1850,m,"Reynolds, George W. M. (George William MacArthur),",The mysteries of the court of London,m,,1850,m,0
8808,3660|Birch,3660,1825,m,"Houston, George.",National tales,m,,1825,m,0
28635,8581|Bulger,8581,1878,m,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,m,,1878,m,0
45831,uc2.ark+=13960=t6057d81v|Whitaker,uc2.ark+=13960=t6057d81v,1912,m,"Vance, Louis Joseph,",The destroying angel,m,,1912,m,0
41058,uc2.ark+=13960=t42r3tt8s|Climo,uc2.ark+=13960=t42r3tt8s,1909,m,"Sladen, Douglas Brooke Wheelton,",The tragedy of the pyramids;,m,,1909,m,0
40651,mdp.39015061004126|Frederick,mdp.39015061004126,1902,m,"Field, Roswell Martin,",The romance of an old fool,m,,1902,m,0
77394,mdp.39015019831612|Michael,mdp.39015019831612,1990,m,"Cunningham, John,",Leeds to Christmas / | $c: John Cunningham.,m,,1990,m,0
28488,14088|Mr.Roberts,14088,1876,m,"Payn, James,",Fallen fortunes,m,,1876,m,0
36772,11502|Angel,11502,1899,m,"Le Gallienne, Richard,",Young lives,m,,1899,m,0
77676,mdp.39015022293750|Harry,mdp.39015022293750,1991,m,"Markfield, Wallace.",Radical surgery / | $c: Wallace Markfield.,m,,1991,m,0
40824,uva.x030800726|Mr.Haddon,uva.x030800726,1907,m,"Scott, Leroy,",To him that hath,m,,1907,m,0
65509,uc1.$b146876|Donny,uc1.$b146876,1966,m,"Summers, H. J. (Horace John)",Ashes of the angry years : | a novel / | $c: by H.J. Summers.,m,,1966,m,0
9085,4833|AnthonyFoster,4833,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
77251,mdp.39015034410103|Monty,mdp.39015034410103,1994,m,"Aldiss, Brian Wilson,",Somewhere East of life : | another european fantasia / | $c: Brian Aldiss.,m,,1994,m,0
29141,13546|FatherColeman,13546,1871,m,"Earl of Beaconsfield, Disraeli, Benjamin,",Collected edition of the novels and tales,m,,1871,m,0
12143,10359|Bruce,10359,1834,m,"Sir, Scott, Walter,",Waverley novels,m,,1834,m,0
32392,306|Uriel,306,1880,m,"Townsend, George Alfred,",Tales of the Chesapeake,m,,1880,m,0
12461,10379|HenrySeyton,10379,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
76681,mdp.39015053526250|bush,mdp.39015053526250,1990,m,"Thomas, Craig.",The last raven / | $c: Craig Thomas.,m,,1990,m,0
28088,12176|Chocker,12176,1876,m,"Scudder, Horace Elisha,",The dwellers in Five-sisters court,m,,1876,m,0
43957,nyp.33433082286000|Sam,nyp.33433082286000,1918,m,"Smith, Russell D. (Russell Duryee),",Sea king of Barnegat,m,,1918,m,0
25163,12898|Hollo,12898,1868,m,"Abbott, Jacob,",The Rollo series,m,,1868,m,0
52116,uc1.$b56491|MauriceFinkel,uc1.$b56491,1934,m,"Dobie, Charles Caldwell,","Portrait of a courtezan, | $c: by Charles Caldwell Dobie ...",m,,1934,m,0
40928,uc1.31158004719174|Welsh,uc1.31158004719174,1905,m,"Clouston, J. Storer (Joseph Storer),",The lunatic at large,m,,1905,m,0
21303,11568|Dawson,11568,1852,m,"Robinson, J. H. (John Hovey),",Marion's brigade,m,,1852,m,0
8290,13989|Mr.Nevin,13989,1826,m,"Banim, John,",Tales by the O'Hara family,m,,1826,m,0
65010,uc1.b4093259|Eli,uc1.b4093259,1966,m,"Halper, Albert,",The fourth horseman of Miami Beach; | a novel.,m,,1966,m,0
9288,4840|Geoffrey,4840,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
41115,mdp.39015063932068|Abe,mdp.39015063932068,1905,m,"[Higgenbotham, John C.]",The root,m,,1905,m,0
72921,mdp.39015003683946|Haley,mdp.39015003683946,1980,m,"Francis, H. E. (Herbert Edward),",Naming things : | stories / | $c: by H. E. Francis.,m,,1980,m,0
45910,mdp.39015013138352|Peter,mdp.39015013138352,1913,m,"Sir, Walpole, Hugh,",Fortitude;,m,,1913,m,0
16988,6745|DanielQuilp,6745,1846,m,"Dickens, Charles,",Master Humphrey's clock,m,,1846,m,0
21103,8484|MasterWilliam,8484,1857,m,"Marryat, Frederick,",Masterman Ready,m,,1857,m,0
48596,inu.32000002840397|Arthur,inu.32000002840397,1928,m,"Buchan, John,",The Runagates Club / | $c: by John Buchan.,m,,1928,m,0
29501,12097|Francis,12097,1876,m,"Cooper, James Fenimore,",[The works of J. Fenimore Cooper],m,,1876,m,0
77298,mdp.39015039929271|Karpanny,mdp.39015039929271,1997,m,"McGinley, G. P. J. (Gerald Paul James),",True counsel / | $c: by G.P.J. McGinley.,m,,1997,m,0
65781,mdp.39015009360960|Bice,mdp.39015009360960,1964,m,"Cassola, Carlo,",An arid heart. | $c: Translated from the Italian by William Weaver.,m,,1964,m,0
3973,11698|lordStivers,11698,1812,m,"Brooke, Henry,","The history of Henry, earl of Moreland",m,,1812,m,0
76613,mdp.39015037857219|Neil,mdp.39015037857219,1994,m,"Mackie, Ian.",Trek into Nuba / | $c: Ian Mackie.,m,,1994,m,0
16348,1223|Galignani,1223,1844,m,"Baron, Byron, George Gordon Byron,",The life of Lord Byron,m,,1844,m,0
20468,7962|Ely,7962,1852,m,"Morris, Robert,",The lights and shadows of Freemasonry,m,,1852,m,0
37886,14662|Allan,14662,1893,m,"Middleton, Colin.",Innes of Blairavon,m,,1893,m,0
76196,pst.000023730342|Thorn,pst.000023730342,1993,m,"Randall, David V.",Once upon the eighth day : | a romance of an industrial theocracy / | $c: by D.V. Randall.,m,,1993,m,0
73376,mdp.39015015317939|Harris,mdp.39015015317939,1989,m,"Slavitt, David R.,",Lives of the saints / | $c: David R. Slavitt.,m,,1989,m,0
21483,10201|LordMenteith,10201,1857,m,"Scott, Walter, Sir,",The black dwarf ; A legend of Montrose,m,,1857,m,0
32642,13570|God,13570,1885,m,"Bjørnson, Bjørnstjerne,",[Björnson's works],m,,1885,m,0
44835,nyp.33433074926514|Mr.Machin,nyp.33433074926514,1913,m,"Bennett, Arnold,",The old Adam;,m,,1913,m,0
8058,14694|Dickmcloughlin,14694,1825,m,"Crowe, Eyre Evans,",Today in Ireland,m,,1825,m,0
32647,3613|Sophy,3613,1887,m,"Roe, Edward Payson,",The earth trembled,m,,1887,m,0
16028,6313|Mr.Edmonds,6313,1842,m,"James, G. P. R. (George Payne Rainsford),","Novels and romances, viz",m,,1842,m,0
28539,943|Fitzgerald,943,1879,m,"Croker, Thomas Crofton,",Killarney legends,m,,1879,m,0
41534,nyp.33433076047749|FrankRidgeway,nyp.33433076047749,1909,m,"Rice, Edward I. (Edward Irving)",Old Jim Case of South Hollow,m,,1909,m,0
25355,344|PhilipDerval,344,1862,m,"Baron, Lytton, Edward Bulwer Lytton,",A strange story,m,,1862,m,0
8545,13623|Burr,13623,1823,m,"Neal, John,",Randolph,m,,1823,m,0
56249,uc1.$b104240|Mr.Lincoln,uc1.$b104240,1946,m,"Fuller, Edmund,","A star pointed north, | $c: by Edmund Fuller.",m,,1946,m,0
5565,1477|GeorgeStaunton,1477,1819,m,"Scott, Walter,",Novels and tales of the author of Waverley,m,,1819,m,0
8229,7609|Ingles,7609,1825,m,"M'Henry, James,",The hearts of steel,m,,1825,m,0
40772,uc2.ark+=13960=t5gb2224c|deDiolie,uc2.ark+=13960=t5gb2224c,1909,m,"Metour, Eugene Paul.",In the wake of the Green banner,m,,1909,m,0
24908,8414|Bob,8414,1866,m,"Hood, Tom,",Rates and taxes,m,,1866,m,0
8587,5914|Sterne,5914,1820,m,"Smollett, T. (Tobias),",The expedition of Humphry Clinker,m,,1820,m,0
32243,8223|Mr.Drummle,8223,1880,m,"Dickens, Charles,",Works,m,,1880,m,0
28537,9383|TomPurcell,9383,1872,m,"Lever, Charles James,",[Charles Lever's novels,m,,1872,m,0
49051,uc1.$b299322|MusaKhan,uc1.$b299322,1927,m,"Abdullah, Achmed,",Steel and jade / | $c: by Achmed Abdullah.,m,,1927,m,0
53871,uc1.b3727415|Andy,uc1.b3727415,1934,m,"White, Stewart Edward,",Folded hills / | $c: by Stewart Edward White.,m,,1934,m,0
24785,14359|EichardMorton,14359,1863,m,"(Francis Claudius) Armstrong, F. C.",The pirates of  The Foam,m,,1863,m,0
52149,mdp.39015063541968|Babcock,mdp.39015063541968,1934,m,"Hay, Ian.","David and destiny, | $c: by Ian Hay [pseud.]",m,,1934,m,0
33698,14288|Sampson,14288,1883,m,"(Sabine), Baring-Gould, S.",John Herring;,m,,1883,m,0
36263,4998|Digby,4998,1893,m,"Dumas, Alexandre,",Dumas' Romances,m,,1893,m,0
8787,14247|BannerCross,14247,1821,m,"Bennett, William, solicitor.","The cavalier, a romance",m,,1821,m,0
39958,uc2.ark+=13960=t25b01f2j|James,uc2.ark+=13960=t25b01f2j,1909,m,"Phillips, Henry Wallace,",Trolley folly,m,,1909,m,0
73196,uc1.b4450970|O'Neill,uc1.b4450970,1987,m,"Fuller, Jack.",Our fathers' shadows / | $c: Jack Fuller.,m,,1987,m,0
16466,11913|MadameEustace,11913,1840,m,,"Short stories, or A selection [of] interesting tales",m,,1840,m,0
56825,uc1.$b56433|Merrie,uc1.$b56433,1945,m,"Crabb, Alfred Leland,","Breakfast at the Hermitage, | a novel of Nashville rebuilding, | $c: by Alfred Leland Crabb.",m,,1945,m,0
55992,mdp.39015039731578|SherwoodAnderson,mdp.39015039731578,1942,m,"Farrell, James T. (James Thomas),","$1,000 a week, | and other stories, | $c: by James T. Farrell.",m,,1942,m,0
9902,14757|Reginald,14757,1823,m,"Lockhart, J. G. (John Gibson),",Reginald Dalton,m,,1823,m,0
64896,uc1.$b724753|ArthurSturge,uc1.$b724753,1966,m,"Russell, Franklin,",The secret islands. | $c: With photos. by the author.,m,,1966,m,0
61655,mdp.39015014280583|Julius,mdp.39015014280583,1957,m,"Cozzens, James Gould,",By love possessed.,m,,1957,m,0
77253,mdp.39015033982565|Choquette,mdp.39015033982565,1994,m,"Lavallée, Ronald","Tchipayuk, or, The way of the wolf / | $c: Ronald Lavallée ; translated by Patricia Claxton.",m,,1994,m,0
28378,14229|Phihp,14229,1871,m,"Fenn, George Manville,",The sapphire cross,m,,1871,m,0
64978,uc1.$b784302|Thomas,uc1.$b784302,1968,m,"Gébler, Ernest.",The old man and the girl.,m,,1968,m,0
48461,inu.32000009261464|DonVincenteRibiera,inu.32000009261464,1925,m,"Conrad, Joseph,",Complete works / | $c: Joseph Conrad.,m,,1925,m,0
25466,1742|Dirk,1742,1867,m,"Gaylord, Glance,",Culm rock,m,,1867,m,0
51978,mdp.39015002328808|Stutz,mdp.39015002328808,1937,m,"Dos Passos, John,",U.S.A. : | I. The 42nd parallel. II. Nineteen nineteen. III. The big money / | $c: by John Dos Passos.,m,,1937,m,0
65575,uc1.$b404049|Alexander,uc1.$b404049,1969,m,"Ghnassia, Maurice.",Arena; | a novel. | $c: Introd. by Jérôme Carcopino.,m,,1969,m,0
20759,2577|James,2577,1855,m,"Defoe, Daniel,","Roxana; or, The fortunate mistress",m,,1855,m,0
53848,uc1.$b63997|Tom,uc1.$b63997,1934,m,"Yeates, V. M. (Victor M),","Winged victory, | $c: by V. M. Yeates.",m,,1934,m,0
60516,mdp.39015066058382|Foster,mdp.39015066058382,1954,m,"Miller, Merle,","Reunion, | a novel.",m,,1954,m,0
41449,mdp.39015004101666|Rasmunsen,mdp.39015004101666,1904,m,"London, Jack,",The faith of men and other stories,m,,1904,m,0
57132,mdp.39015031600409|Ohls,mdp.39015031600409,1945,m,"Chandler, Raymond,",The big sleep.,m,,1945,m,0
33374,8222|Mr.Creakle,8222,1880,m,"Dickens, Charles,",Works,m,,1880,m,0
36451,8057|Joseph,8057,1896,m,"Balzac, Honoré de,",The works of Honoré de Balzac;,m,,1896,m,0
49326,nyp.33433076087596|Mr.Oki,nyp.33433076087596,1921,m,"Irwin, Wallace,",Seed of the sun,m,,1921,m,0
15952,290|Patrick,290,1848,m,"Lever, Charles James,","Charles O'Malley, the Irish dragoon",m,,1848,m,0
32878,7308|Tom,7308,1886,m,"Givins, Robert C.",The millionaire tramp,m,,1886,m,0
16991,9757|Mr.Seymour,9757,1844,m,"James, G. P. R. (George Payne Rainsford),",Arrah Neil,m,,1844,m,0
29244,12271|Abiram,12271,1871,m,"Cooper, James Fenimore,",The prairie,m,,1871,m,0
16972,2037|Morad,2037,1842,m,"Johnson, Samuel,","The works of Samuel Johnson, LL. D",m,,1842,m,0
61260,uc1.$b117270|Francois,uc1.$b117270,1958,m,"Calder-Marshall, Arthur,",The man from Devil's Island.,m,,1958,m,0
64290,uc1.$b807432|Mr.Feinstein,uc1.$b807432,1962,m,"Morgan, Robert,",The winds blow red / | $c: by Robert Morgan.,m,,1962,m,0
12863,1064|Vincent,1064,1835,m,"Williams, Robert Folkestone,",Mephistophiles [!] in England,m,,1835,m,0
69538,uc1.b4382441|Henry,uc1.b4382441,1976,m,"Bourjaily, Vance Nye.",Now playing at Canterbury / | $c: Vance Bourjaily.,m,,1976,m,0
25360,344|Faber,344,1862,m,"Baron, Lytton, Edward Bulwer Lytton,",A strange story,m,,1862,m,0
33228,8545|Vinton,8545,1889,m,"Bellamy, Charles J. (Charles Joseph),",An experiment in marriage,m,,1889,m,0
2518,13827|Mr.Pawlet,13827,1801,m,"Du Bois, Edward,",Old Nick;,m,,1801,m,0
48781,uc1.32106007729483|Otto,uc1.32106007729483,1923,m,"Hamsun, Knut,",Victoria; | a love story. | $c: [Translated from the Norwegian by Arthur G. Chater],m,,1923,m,0
37462,14700|Archie,14700,1891,m,"Black, William,",Donald Ross of Heimra,m,,1891,m,0
