,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
8142,1109|LordFitzos,1109,1824,m,"Mrs. Mason, Catherine George (Ward)",The mysterious marriage;,f,,1824,m,0
53719,uc1.$b792513|Annis,uc1.$b792513,1936,m,"Beith, Janet.",Sand castle; | $c: a novel by Janet Beith ...,f,,1936,m,0
40115,nyp.33433076079858|Sam,nyp.33433076079858,1900,m,"Baroness, Von Hutten,",Miss Carmichael's conscience,f,,1900,m,0
17000,4306|DonAlphonso,4306,1842,m,"Countess of, Blessington, Marguerite,",The lottery of life,f,,1842,m,0
28126,8515|MrBrand,8515,1878,m,"Eliot, George,",The works of George Eliot,f,,1878,m,0
76481,mdp.39015041028039|Roger,mdp.39015041028039,1997,m,"Hammond, Emily,",Breathe something nice : | stories / | $c: by Emily Hammond.,f,,1997,m,0
28541,11629|Carlton,11629,1877,m,"Bruner, Jane W.",Free prisoners,f,,1877,m,0
64286,uc1.$b100736|James,uc1.$b100736,1965,m,"Frankau, Pamela,",Slaves of the lamp.,f,,1965,m,0
41262,nyp.33433076053044|Carson,nyp.33433076053044,1905,m,"Potter, Margaret Horton,",The Fire of spring,f,,1905,m,0
33297,7557|HerrFalck,7557,1889,m,"Lyall, Edna,",A hardy Norseman,f,,1889,m,0
5061,13833|Piper,13833,1815,m,"Johnstone, C. I. (Christian Isobel),",Clan-Albin,f,,1815,m,0
45178,nyp.33433076083777|Fred,nyp.33433076083777,1915,m,"Ingram, Eleanor M. (Eleanor Marie),",A man's hearth,f,,1915,m,0
40482,njp.32101067628980|Blake,njp.32101067628980,1901,m,"Barr, Amelia Edith Huddleston,",The lion's whelp;,f,,1901,m,0
49868,uc1.$b301024|Frank,uc1.$b301024,1923,m,"Kaye-Smith, Sheila,","The challenge to Sirius, | $c: by Sheila Kaye-Smith ...",f,,1923,m,0
36193,11304|Johann,11304,1892,m,"Vely, E.,",True daughter of Hartenstein,f,,1892,m,0
21406,6972|Vivian,6972,1857,m,"Hentz, Caroline Lee,",The lost daughter,f,,1857,m,0
17677,14123|Tracey,14123,1840,m,"Pisani, Marianna.",The banker-lord,f,,1840,m,0
24886,11773|Matthew,11773,1866,m,"Lady, Fullerton, Georgiana,",Laurentia,f,,1866,m,0
72290,mdp.39015019360166|Cedric,mdp.39015019360166,1989,m,"Konecky, Edith.",A place at the table / | $c: Edith Konecky.,f,,1989,m,0
69231,mdp.39015007834560|Matthew,mdp.39015007834560,1970,m,"Fassett, Agatha.",Bela Bartók-- | the American years (formerly titled: The naked face of genius),f,,1970,m,0
52599,mdp.39015014459096|Mordecai,mdp.39015014459096,1935,m,"Johnson, Edna","Anthology of children's literature, | $c: compiled by Edna Johnson... and Carrie E. Scott...",f,,1935,m,0
5102,1275|JohnFreeman,1275,1819,m,"Hutton, Catherine,",Oakwood Hall,f,,1819,m,0
39977,wu.89098865884|Mr.Chenoweth,wu.89098865884,1901,m,"Atherton, Gertrude Franklin Horn,",The aristocrats,f,,1901,m,0
37501,5245|LordMaxwell,5245,1898,m,"Pool, Maria Louise,",Mere folly,f,,1898,m,0
37723,14949|Lyndsay,14949,1894,m,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,f,,1894,m,0
5755,13532|Mr.Sterling,13532,1812,m,"Hawkins, Laetitia Matilda,","The countess and Gertrude; or, Modes of discipline",f,,1812,m,0
76947,mdp.39015025301212|JamesLochen,mdp.39015025301212,1992,m,"Doty, Carolyn.",Whisper : | a novel / | $c: Carolyn Doty.,f,,1992,m,0
21183,7931|Mr.Holdsworth,7931,1857,m,"Tonge, Charlotte Mary,",Dynevor Terrace,f,,1857,m,0
4612,7046|Gilbert,7046,1818,m,"Hatton, Ann Julia (Kemble)","Secrets in every mansion, or, The surgeon's memorandum-book",f,,1818,m,0
16680,14414|MadamedeKosenau,14414,1848,m,"Trollope, Frances Milton,",The young countess,f,,1848,m,0
13391,812|Mr.Johnson,812,1835,m,"More, Hannah,",The works of Hannah More,f,,1835,m,0
8491,7052|MonsieurdeRochemore,7052,1827,m,"Mrs. Gore, (Catherine Grace Frances),",The lettre de cachet,f,,1827,m,0
45148,uc2.ark+=13960=t48p5wz2f|Don,uc2.ark+=13960=t48p5wz2f,1911,m,"Mitchell, Frances Marian.",Joan of Rainbow Springs,f,,1911,m,0
25220,11047|Richard,11047,1864,m,"Charles, Elizabeth Rundle,",The early dawn;,f,,1864,m,0
73314,pst.000009024137|George,pst.000009024137,1980,m,"Chester, Deborah.",A love so wild / | $c: Deborah Chester.,f,,1980,m,0
21596,11552|Reuben,11552,1858,m,"Janvrin, Mary W. (Mary Wolcott),",Peace,f,,1858,m,0
32049,11529|BigGeorge,11529,1882,m,"Ouida,",Bimbi,f,,1882,m,0
25762,10396|Alick,10396,1869,m,"Southworth, Emma Dorothy Eliza Nevitte,",The changed brides,f,,1869,m,0
4928,14868|Delmond,14868,1810,m,"Palmer, Alicia Tindal.",The daughters of Isenberg: a Bavarian romance,f,,1810,m,0
61601,mdp.39015004116722|Weyr,mdp.39015004116722,1958,m,"Jameson, Storm,",A Ulysses too many.,f,,1958,m,0
23997,13533|SquirePinner,13533,1862,m,"Wood, Henry, Mrs.,",East Lynne,f,,1862,m,0
17470,2311|Charles,2311,1840,m,"Mrs. Hofland, (Barbara),",Farewell tales,f,,1840,m,0
52721,inu.39000005519009|Marit,inu.39000005519009,1939,m,"Miller, Olive Beaupré. ","Heroes, outlaws & funny fellows of American popular tales / | $c: by Olive Beaupré Miller ; illustrated by Richard Bennett. ",f,,1939,m,0
68739,mdp.39015000610223|Bernardo,mdp.39015000610223,1973,m,"Spencer, Sharon.",The space between; | a novel. | $c: Introd. by Anaïs Nin. -,f,,1973,m,0
44106,nyp.33433074893060|Jones,nyp.33433074893060,1912,m,"Maud, Constance Elizabeth.",No surrender,f,,1912,m,0
5851,11934|Henry,11934,1810,m,,The British novelists;,f,,1810,m,0
76270,mdp.49015002452911|Pete,mdp.49015002452911,1997,m,"Lively, Penelope,",The five thousand and one nights / | $c: Penelope Lively.,f,,1997,m,0
16477,15029|Abraham,15029,1847,m,"Crowe, Catherine,",The story of Lilly Dawson,f,,1847,m,0
32507,1951|Mr.Steel,1951,1886,m,"Cooke, Rose Terry,",The sphinx's children and other people's,f,,1886,m,0
5031,13801|Alvarez,13801,1812,m,"Stuart, Augusta Amelia.",Cava of Toledo;,f,,1812,m,0
2107,13525|Mr.Artremidorus,13525,1802,m,"(Jane), West, Mrs.",The infidel father,f,,1802,m,0
76921,mdp.39015034924574|MayerLaybish,mdp.39015034924574,1995,m,"Goldstein, Rebecca,",Mazel / | $c: Rebecca Goldstein.,f,,1995,m,0
76651,mdp.39015032481072|Carl,mdp.39015032481072,1994,m,"Van Winckel, Nance.",Limited lifetime warranty : | stories / | $c: by Nance Van Winckel.,f,,1994,m,0
21866,1089|Bernard,1089,1854,m,"Sheppard, Elizabeth Sara,","Counterparts, or, The cross of love",f,,1854,m,0
69479,mdp.39015041832117|Philip,mdp.39015041832117,1975,m,"Long, Catharine, Lady,",Sir Roland Ashton / | $c: Catharine Long. Mary Spencer / Anne Howard.,f,,1975,m,0
36762,1|Thomas,1,1891,m,"Whitby, Beatrice,",One reason why,f,,1891,m,0
25070,3836|Mr.Stake,3836,1867,m,"Cary, Alice,",The bishop's son,f,,1867,m,0
1784,13592|Nelson,13592,1802,m,"Cullen, Margaret.",Home,f,,1802,m,0
33245,11849|Squire,11849,1880,m,"Broughton, Rhoda,",Second thoughts,f,,1880,m,0
28831,2949|Mr.Tresham,2949,1870,m,"Rossetti, Christina Georgina,","Commonplace, and other short stories",f,,1870,m,0
5141,8128|Edward,8128,1816,m,"Mrs. Hofland, (Barbara),",The affectionate brothers,f,,1816,m,0
52937,mdp.39015001782260|Sam,mdp.39015001782260,1933,m,"Herbst, Josephine,","Pity is not enough, | $c: by Josephine Herbst.",f,,1933,m,0
41760,uc1.b4717767|Cunninghame,uc1.b4717767,1901,m,"Warden, Gertrude.","A poor girl's passion; or, The crime of Monte Carlo",f,,1901,m,0
12045,10324|Mr.Rivers,10324,1839,m,"Kirkland, Caroline M. (Caroline Matilda),",A new home--who'll follow?,f,,1839,m,0
2741,14778|Algernon,14778,1809,m,"Meeke, Mary,",Langhton Priory,f,,1809,m,0
24663,8808|Daniel,8808,1864,m,"(Virginia Frances), Townsend, Virginia F.",The battle-fields of our fathers,f,,1864,m,0
24017,3598|Mr.Olhvera,3598,1869,m,"Wood, Henry, Mrs.,",Roland Yorke,f,,1869,m,0
5763,2401|Melvyn*,2401,1816,m,"Opie, Amelia Alderson,",Valentine's eve,f,,1816,m,0
13236,2736|Frank,2736,1835,m,"Hall, S. C., Mrs.,",The outlaw,f,,1835,m,0
13750,14532|Charles,14532,1835,m,"Miss. Cathcart,",The heir of Mordaunt,f,,1835,m,0
33092,2013|Eppelein*,2013,1880,m,"Ebers, Georg,",The historical romances of Georg Ebers,f,,1880,m,0
8778,5913|Frank,5913,1827,m,"Woodroofe, Anne Cox,","Michael, the married man; or, The Sequel to the history of Michael Kemp",f,,1827,m,0
20534,12115|ColaMonti,12115,1857,m,"Howitt, Mary Botham,","Story of a genius; or, Cola Monti",f,,1857,m,0
13157,13754|JoeKelly,13754,1832,m,"Edgeworth, Maria,",Tales and novels,f,,1832,m,0
40712,mdp.39015008425301|Cecil,mdp.39015008425301,1903,m,"Cory, Vivian.",Six chapters of a man's life,f,,1903,m,0
4771,8712|Mr.CharlesStanton,8712,1811,m,"Moriarty, Henrietta Maria.",Brighton in an uproar;,f,,1811,m,0
28161,4280|Cecil,4280,1874,m,"Corbin, Caroline Fairfield,",His marriage vow,f,,1874,m,0
25398,5324|Louis,5324,1864,m,"Yonge, Charlotte Mary,",Kenneth;,f,,1864,m,0
57398,uc1.$b87294|Jimmy,uc1.$b87294,1949,m,"Dennis, Nigel Forbes,",A sea change.,f,,1949,m,0
4169,12141|Bowman,12141,1817,m,"Mant, Alicia Catherine,","Montague Newburgh; or, The mother and son",f,,1817,m,0
13553,13020|George,13020,1833,m,"Mrs. Sherwood, (Mary Martha),",Victoria,f,,1833,m,0
21657,8668|LordOldborough,8668,1856,m,"Edgeworth, Maria,",Tales and novels,f,,1856,m,0
32063,14014|Kintoul,14014,1883,m,"Mrs. Oliphant, (Margaret),",The Ladies Lindores,f,,1883,m,0
37477,4071|Dan,4071,1894,m,"Barlow, Jane,",Irish idylls,f,,1894,m,0
69202,mdp.39015000635485|Greg,mdp.39015000635485,1973,m,"Lessing, Doris May,",The sun between their feet | $c: [by] Doris Lessing.,f,,1973,m,0
29379,12952|Ernest,12952,1874,m,"Washburn, Katharine Sedgwick.",The Italian girl,f,,1874,m,0
20333,5996|Campbell,5996,1858,m,"Stephens, Ann S. (Ann Sophia),",Mary Derwent,f,,1858,m,0
73762,uc1.b4951400|Tom,uc1.b4951400,1984,m,"Piercy, Marge.",Fly away home : | a novel / | $c: Marge Piercy.,f,,1984,m,0
4183,14338|Mr.Beverley,14338,1814,m,"(Margaret Wade), Roberts, Mrs.",Duty,f,,1814,m,0
43977,uc2.ark+=13960=t5k933t8j|Mr.Abrams,uc2.ark+=13960=t5k933t8j,1918,m,"Levinger, Elma (Ehrlich),",Jewish holyday stories;,f,,1918,m,0
40438,uc2.ark+=13960=t3cz33b9w|Yankee,uc2.ark+=13960=t3cz33b9w,1908,m,"Fox, Frances Margaret,","Carlota, a story of the San Gabriel Mission",f,,1908,m,0
52664,uc1.$b63998|Bud,uc1.$b63998,1937,m,"Yenni, Julia Truitt,",Never say good-bye; | a novel | $c: by Julia Truitt Yenni.,f,,1937,m,0
24233,169|Mr.Crawford,169,1866,m,"Wall, Sarah E.",Orange grove,f,,1866,m,0
53633,mdp.39015010950650|Allen,mdp.39015010950650,1932,m,"Eberhart, Mignon Good,",Murder by an aristocrat ...,f,,1932,m,0
27946,4403|Mr.Inskeep,4403,1871,m,"Magill, Mary Tucker,","Women, or, Chronicles of the late war",f,,1871,m,0
72772,pst.000021664427|Riccardi,pst.000021664427,1981,m,"Coulson, Juanita.",Tomorrow's heritage / | $c: Juanita Coulson.,f,,1981,m,0
