,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
56066,yul.12248261_000_00|McCarter,yul.12248261_000_00,1941,m,"Schulberg, Budd.",What makes Sammy run? | $c: By Budd Schulberg.,m,,1941,m,0
48486,uc2.ark+=13960=t6348j336|Billy,uc2.ark+=13960=t6348j336,1921,m,"(Eliot Harlow), Robinson, Eliot H.",Smiling Pass,u,,1921,m,0
57310,uc1.b4536213|Duggan,uc1.b4536213,1942,m,"Gilpatric, Guy,","The second Glencannon omnibus : | including Mr. Glencannon, The gentleman with the walrus mustache [and] Glencannon afloat / | $c: by Guy Gilpatric.",m,,1942,m,0
41184,nyp.33433074852983|Eustace,nyp.33433074852983,1906,m,"Hawtrey, Valentina.",Suzanne,u,,1906,m,0
45063,uc2.ark+=13960=t9668ct8d|Louis,uc2.ark+=13960=t9668ct8d,1919,m,"Capes, Bernard Edward Joseph,",The skeleton key,m,,1919,m,0
49340,mdp.39015003928390|Philip,mdp.39015003928390,1921,m,"George, Walter Lionel,",Ursula Trent,m,,1921,m,0
48928,uc1.$b251638|Tomlinson,uc1.$b251638,1923,m,"Stuart-Young, J. M. (John Moray)",Chits from West Africa : | stories and sketches from the tropics / | $c: by J. M. Stuart-Young.,m,,1923,m,0
56962,wu.89079729414|Gott,wu.89079729414,1944,m,"Moorehead, Alan,","African trilogy : | comprising Mediterranean front, A year of battle, The end in Africa : a personal account of the three years' struggle against the axis in the Middle East and North Africa, 1940-3 / | $c: Alan Moorehead ; with a foreword by Field-Marshal Viscount Wavell.",m,,1944,m,0
48872,uc2.ark+=13960=t80k28x20|Marcel,uc2.ark+=13960=t80k28x20,1922,m,"(William Branch), Johnson, W. Branch",Among French folk,u,,1922,m,0
52450,mdp.39015063740636|Nicholas,mdp.39015063740636,1931,m,"Adams, Herbert,",The Paulton plot | $c: [by] Herbert Adams.,u,,1931,m,0
52085,mdp.39015030765005|Willoughby,mdp.39015030765005,1932,m,"Rice, Grantland,","The omnibus of sport,",u,,1932,m,0
52476,mdp.39015063947579|Gilly,mdp.39015063947579,1932,m,"Ostenso, Martha,",Prologue to love.,f,,1932,m,0
48467,mdp.39015031308771|Maximilian,mdp.39015031308771,1926,m,"(Gladys Bronwyn), Stern, G. B.",A deputy was king,f,,1926,m,0
56533,mdp.39015030714730|MickPowderjay,mdp.39015030714730,1944,m,"Stuart, Jesse,","Mongrel mettle, | the autobiography of a dog, | $c: by Jesse Stuart, illustrated by Woodi Ishmael.",m,,1944,m,0
57625,pst.000010230145|Roddy,pst.000010230145,1947,m,"Robinson, Henry Morton,",The great snow : | a novel / | $c: by Henry Morton Robinson.,m,,1947,m,0
39996,nyp.33433074866082|HowardMorgan,nyp.33433074866082,1903,m,"Milecete, Helen,",A detached pirate;,u,,1903,m,0
52150,mdp.39015063547262|JamesRice,mdp.39015063547262,1936,m,"Crofts, Freeman Wills,","The loss of the Jane Vosper, | $c: by Freeman Wills Crofts.",m,,1936,m,0
44568,nyp.33433075799308|Klasen,nyp.33433075799308,1910,m,"Vivanti, Annie,",The devourers,f,,1910,m,0
52351,mdp.39015009385504|Mr.Simmons,mdp.39015009385504,1939,m,"Warren, Robert Penn,",Night rider / | $c: by Robert Penn Warren.,m,,1939,m,0
57606,uc1.b3710706|Norton,uc1.b3710706,1946,m,"Krause, Herbert,",The thresher / | $c: by Herbert Krause.,m,,1946,m,0
48700,wu.89015458433|Jean-Marie,wu.89015458433,1923,m,,The French immortals.,u,,1923,m,0
48248,uc1.b3347148|Werner,uc1.b3347148,1929,m,"Levin, Meyer,",Reporter : | a novel / | $c: by Meyer Levin.,m,,1929,m,0
40530,uc2.ark+=13960=t4xg9rh7q|Hankey,uc2.ark+=13960=t4xg9rh7q,1909,m,"Maturin, Edith (Money) ""Mrs. Fred Maturin.""",Petticoat pilgrims on trek,f,,1909,m,0
41161,uc1.b4097883|Slapjack,uc1.b4097883,1906,m,"Beach, Rex,",The spoilers,m,,1906,m,0
53158,uc1.$b299643|Edward,uc1.$b299643,1930,m,"Baring, Maurice,","Robert Peckham, | $c: by Maurice Baring.",m,,1930,m,0
49393,nyp.33433074807441|Carver,nyp.33433074807441,1921,m,"Britton, Sumner Charles.",Dreamy Hollow,m,,1921,m,0
48824,osu.32435031619539|Leroux,osu.32435031619539,1927,m,"Lindsay, David,",A blade for sale : | the adventures of Monsieur De Mailly / | $c: David Lindsay.,m,,1927,m,0
41006,mdp.39015063933876|LordDerby,mdp.39015063933876,1903,m,"Letts, E. F.","Nicholas Mosley, loyalist;",u,,1903,m,0
44782,uc2.ark+=13960=t5db7zt1t|Demetrius,uc2.ark+=13960=t5db7zt1t,1919,m,"Vandérem, Fernand.",Two banks of the Seine (Les deux rives),m,,1919,m,0
52802,uc1.$b744312|Bernard,uc1.$b744312,1931,m,"Tierce, Antoinette,","Between two fires, | $c: by Antoinette Tierce; being a true account of how the author sheltered four escaped British prisoners of war in her house in Lille during the German occupation of that city.  Now published for the first time.  Translated by J. Lewis May.  With nineteen illustrations.",f,,1931,m,0
57471,uc1.$b301181|Danilo,uc1.$b301181,1947,m,"Logan, Milla (Zenovich)",Bring along laughter / | $c: by Milla Logan.,u,,1947,m,0
41250,nyp.33433074874672|Pavel,nyp.33433074874672,1903,m,"Hope, Jessie.",The triumph of Count Ostermann,f,,1903,m,0
40777,nyp.33433043308331|Lafitte,nyp.33433043308331,1908,m,"Alsbury, Edward Plummer.",Guy Raymond,m,,1908,m,0
56992,uc1.$b56378|Mr.Casino,uc1.$b56378,1943,m,"Child, Nellise.","If I come home, | a novel.",u,,1943,m,0
40622,uc2.ark+=13960=t0zp3w43h|Gordan,uc2.ark+=13960=t0zp3w43h,1902,m,"Standish, Burt L.,",Frank Merriwell's chums,m,,1902,m,0
56146,uc1.$b105791|Mr.Storm,uc1.$b105791,1942,m,"McKee, Ruth Eleanor,","Storm Point, | a novel.",f,,1942,m,0
53360,inu.39000005879627|Salmon,inu.39000005879627,1934,m,"Phinney, Archie.","Nez Percé texts, | $c: by Archie Phinney.",m,,1934,m,0
53603,uc1.$b104487|Jack,uc1.$b104487,1934,m,"Young, Francis Brett,",This little world.,m,,1934,m,0
41283,nyp.33433076046410|Lane,nyp.33433076046410,1907,m,"Whitson, John Harvey,",The castle of doubt,m,,1907,m,0
44707,uc2.ark+=13960=t48p5x442|Joseph,uc2.ark+=13960=t48p5x442,1913,m,"Miller, Henry Russell,",The ambition of Mark Truitt,m,,1913,m,0
51973,wu.89075957803|Mr.Trotter,wu.89075957803,1930,m,"Powys, Llewelyn,",Apples be ripe | $c: [by] Llewelyn Powys.,u,,1930,m,0
57531,uc1.$b15565|CruzVega,uc1.$b15565,1943,m,"Gil Gilbert, Enrique,","Our daily bread, | $c: by Enrique Gil Gilbert, translated from the Spanish by Dudley Poore ...",m,,1943,m,0
52671,inu.30000109066260|Jerry,inu.30000109066260,1939,m,"Lancaster, Bruce,",Bride of a thousand cedars : | a novel of Bermuda / | $c: by Bruce Lancaster and Lowell Brentano.,m,,1939,m,0
53403,uc1.$b114452|Timmy,uc1.$b114452,1933,m,,"A Story anthology, 1931-1933; | thirty-three selections from the European years of ""Story"", the only magazine devoted solely to the short story, | $c: edited by Whit Burnett and Martha Foley.",u,,1933,m,0
45711,uc2.ark+=13960=t6445m34p|Vincent,uc2.ark+=13960=t6445m34p,1910,m,"De Morgan, William,",An affair of dishonor,m,,1910,m,0
44898,nyp.33433011064882|Jeff,nyp.33433011064882,1919,m,"Chapman, William Gerard.",Green-timber trails;,m,,1919,m,0
44686,nyp.33433082173232|Mr.Lamont,nyp.33433082173232,1917,m,"Allen, Emma S. (Emma Sarah),",The high road,f,,1917,m,0
49635,mdp.39015066051932|Sambir,mdp.39015066051932,1923,m,"Conrad, Joseph,",Almayer's folly; | a story of an eastern river.,m,,1923,m,0
56458,uc1.$b103037|Barnes,uc1.$b103037,1944,m,"Hunt, E. Howard (Everette Howard),","Limit of darkness, | a novel | $c: by Howard Hunt.",m,,1944,m,0
45108,nyp.33433074853536|Sloan,nyp.33433074853536,1915,m,"Drake, Austin Mann.",The vial of Vishnu,m,,1915,m,0
49783,uc1.b4094443|Lasalle,uc1.b4094443,1926,m,"Gregory, Jackson,","The desert thoroughbred; | a romance of the California desert country, | $c: by Jackson Gregory.",m,,1926,m,0
57036,uc1.$b105829|Cockburn,uc1.$b105829,1948,m,"Van de Water, Frederic Franklyn, 1890-",Reluctant rebel.,m,,1948,m,0
48058,nyp.33433076059652|Brown,nyp.33433076059652,1922,m,"Raine, William MacLeod,",The fighting edge,m,,1922,m,0
40183,uc2.ark+=13960=t7fq9rj72|Jack,uc2.ark+=13960=t7fq9rj72,1907,m,"Stockton, Frank Richard,",The magic egg,m,,1907,m,0
56796,mdp.39015014453529|Barney,mdp.39015014453529,1941,m,"Newhouse, Edward,",Anything can happen.,m,,1941,m,0
53405,uc1.$b63790|Hammett,uc1.$b63790,1935,m,,"The smiling corpse; | wherein G. K. Chesterton, S. S. Van Dine, Sax Rohmer and Dashiell Hammett are surprised to find themselves at a murder; | $c: illustrated by Georg Hartmann.",u,,1935,m,0
45597,uc2.ark+=13960=t05x27b18|Jimmie,uc2.ark+=13960=t05x27b18,1914,m,"Griswold, Latta,","Deering of Deal, or, The spirit of the school",m,,1914,m,0
56082,mdp.39015035331183|LordStoke,mdp.39015035331183,1944,m,"Thirkell, Angela,",Growing up / | $c: by Angela Thirkell.,f,,1944,m,0
40619,uc1.b3688438|Josh,uc1.b3688438,1902,m,"Lorimer, George Horace,",Letters from a self-made merchant to his son,m,,1902,m,0
49784,mdp.49015002586635|Alleyne,mdp.49015002586635,1928,m,"Doyle, Arthur Conan, Sir,",The works of A. Conan Doyle.,m,,1928,m,0
53530,uc1.$b105388|Roland,uc1.$b105388,1934,m,"Swinnerton, Frank,","Elizabeth; | a story in six parts, | $c: by Frank Swinnerton.",m,,1934,m,0
57155,mdp.39015030749249|Bong,mdp.39015030749249,1945,m,"Hahn, Emily,","Steps of the sun, | $c: by Emily Hahn.",f,,1945,m,0
44065,uc2.ark+=13960=t2s46k42x|Mr.Collison,uc2.ark+=13960=t2s46k42x,1919,m,"Wright, Arthur,",A game of chance,m,,1919,m,0
45725,nyp.33433076049331|Davy,nyp.33433076049331,1911,m,"Phillips, David Graham,",The conflict;,m,,1911,m,0
57413,mdp.39015002709825|MadHuw,mdp.39015002709825,1940,m,"Powys, John Cowper,",Owen Glendower : | an historical novel.,m,,1940,m,0
52655,mdp.39015050931503|CountTrczka,mdp.39015050931503,1936,m,"Durych, Jaroslav,","The descent of the idol,",u,,1936,m,0
51946,mdp.39015065450697|DelVittore,mdp.39015065450697,1931,m,"McNeile, H. C. (Herman Cyril),",The finger of fate ...,m,,1931,m,0
45039,uc2.ark+=13960=t5fb5188d|Sam,uc2.ark+=13960=t5fb5188d,1913,m,"(Bertha Muzzy), Bower, B. M.",The uphill climb,f,,1913,m,0
52142,mdp.39015030708054|Jack,mdp.39015030708054,1932,m,"O'Flaherty, Liam,","The puritan, | $c: by Liam O'Flaherty.",m,,1932,m,0
40532,uc2.ark+=13960=t5p845s5f|Mr.Shayne,uc2.ark+=13960=t5p845s5f,1909,m,"Post, Emily,",The title market,f,,1909,m,0
40254,nyp.33433076054976|Tomlinson,nyp.33433076054976,1908,m,"Royle, Edwin Milton,",The squaw man;,m,,1908,m,0
40501,uc2.ark+=13960=t7pn91j9t|George,uc2.ark+=13960=t7pn91j9t,1908,m,"Loane, M.",The next street but one;,u,,1908,m,0
44145,mdp.39015063977790|HerrFavre,mdp.39015063977790,1915,m,"Tarkington, Booth,",The turmoil,m,,1915,m,0
52006,uc1.$b248854|Mr.Erickson,uc1.$b248854,1930,m,"Perelman, S. J. (Sidney Joseph),","Parlor, bedlam and bath / | $c: S.J. Perelman and Q.J. Reynolds.",m,,1930,m,0
49234,mdp.39015005144210|Abdulla,mdp.39015005144210,1923,m,"Conrad, Joseph,",Works.,m,,1923,m,0
49179,uc1.32106019367124|Roderick,uc1.32106019367124,1924,m,"Conrad, Joseph,",Complete works of Joseph Conrad.,m,,1924,m,0
48370,inu.32000009261449|Blanda,inu.32000009261449,1925,m,"Conrad, Joseph,",Complete works / | $c: Joseph Conrad.,m,,1925,m,0
40742,uc1.b3326411|Dr.Mayo,uc1.b3326411,1904,m,"Mrs., Stanley, Caroline (Abbot)",Order no. 11,f,,1904,m,0
40855,uc2.ark+=13960=t44q7r28w|Rochefort,uc2.ark+=13960=t44q7r28w,1904,m,"Carling, John R.",The viking's skull,m,,1904,m,0
40536,loc.ark+=13960=t8jd5hf3g|Alfred,loc.ark+=13960=t8jd5hf3g,1905,m,"Smith, Nellie J.",Stories and poems,f,,1905,m,0
48720,uc2.ark+=13960=t1vd6q416|Bogle,uc2.ark+=13960=t1vd6q416,1921,m,"Kelland, Clarence Budington,",Scattergood Baines,m,,1921,m,0
45308,uc2.ark+=13960=t9v12214b|Lovel,uc2.ark+=13960=t9v12214b,1911,m,"Thackeray, William Makepeace,",Denis Duval,m,,1911,m,0
53624,mdp.39015032108683|Carruthers,mdp.39015032108683,1937,m,"Maugham, W. Somerset (William Somerset),",East and west; | the collected short stories of W. Somerset Maugham.,m,,1937,m,0
45663,njp.32101069166427|Joe,njp.32101069166427,1911,m,"Greene, Sarah Pratt McLean,",The long green road,f,,1911,m,0
40764,mdp.39015030699857|Mr.Watkins,mdp.39015030699857,1906,m,"Kauffman, Reginald Wright,","Miss Frances Baird, detective;",m,,1906,m,0
48589,uc1.$b116703|Tommy,uc1.$b116703,1929,m,"Goodman, Henry,","Creating the short story; | a symposium-anthology with an introduction, | $c: by Henry Goodman ...",m,,1929,m,0
57295,inu.32000002974469|Pat,inu.32000002974469,1945,m,"Mansfield, Katherine,",Collected stories of Katherine Mansfield.,f,,1945,m,0
49324,mdp.39015038157668|PavelMokhov,mdp.39015038157668,1925,m,,"Flying Osip; | stories of new Russia / | $c: by Seifulina Shishkov, Kasatkin [and others]",u,,1925,m,0
52433,uc1.$b787145|LordMarshgate,uc1.$b787145,1933,m,"Maxwell, W. B. (William Babington),","This is my man, | $c: by W.B. Maxwell.",m,,1933,m,0
51939,mdp.39015055255890|GladdenBishop,mdp.39015055255890,1939,m,"Fisher, Vardis,",Children of God; | an American epic | $c: [by] Vardis Fisher.,m,,1939,m,0
52798,osu.32435023792682|Keppler,osu.32435023792682,1931,m,,Copeland's treasury for booklovers : | a panorama of English and American poetry and prose from the earliest times to the pressent / | $c: selected and edited by Charles Townsend Copeland.,u,,1931,m,0
44366,uc1.$b299630|Ben,uc1.$b299630,1913,m,"Grayson, David,",The friendly road : | new adventures in contentment / | $c: by David Grayson; illustrated by Thomas Fogarty.,m,,1913,m,0
56333,uc1.$b245047|Mr.Pattern,uc1.$b245047,1946,m,"Thirkell, Angela Mackail,",Miss Bunting : | a novel / | $c: by Angela Thirkell.,f,,1946,m,0
49105,uc1.b3550239|Schuster,uc1.b3550239,1928,m,"Norris, Frank,",The Argonaut manuscript limited edition of Frank Norris's works.,m,,1928,m,0
56695,mdp.39015016434519|Jim,mdp.39015016434519,1942,m,"Graves, Charles,","The avengers, | $c: by Charles Graves. With 17 illustrations.",m,,1942,m,0
56949,wu.89038502852|James,wu.89038502852,1945,m,"Sheldon, Harold Pearl,","Tranquillity regained, | $c: illustrated by Arthur D. Fuller.",m,,1945,m,0
49044,mdp.39015014178290|Bluey,mdp.39015014178290,1923,m,"Lincoln, Joseph Crosby,","Doctor Nye of North Ostable, | a novel, | $c: by Joseph C. Lincoln.",m,,1923,m,0
57097,mdp.39015025033906|Napoleon,mdp.39015025033906,1943,m,"Cournos, John,","A treasury of Russian life and humor, | $c: edited, with an introduction, by John Cournos.",m,,1943,m,0
49696,uc2.ark+=13960=t12n51575|Roger,uc2.ark+=13960=t12n51575,1921,m,"Barrett, Lillian,",Gibbeted gods,f,,1921,m,0
44951,mdp.39015030764578|Marty,mdp.39015030764578,1919,m,"O'Brien, Edward J. (Edward Joseph),",The great modern English stories,m,,1919,m,0
48777,nyp.33433075762264|Parker,nyp.33433075762264,1921,m,"Wodehouse, P. G. (Pelham Grenville),",Indiscretions of Archie,m,,1921,m,0
53315,uc1.$b104220|StephenRandolph,uc1.$b104220,1937,m,"Field, Rachel,","To see ourselves, | $c: by Rachel Field and Arthur Pederson.",f,,1937,m,0
48295,uva.x030787747|Clarke,uva.x030787747,1922,m,"Packard, Frank L. (Frank Lucius),",Jimmie Dale and the phantom clue,m,,1922,m,0
40776,njp.32101064753930|Talbot,njp.32101064753930,1900,m,"Warren, Charles,",The girl and the governor,m,,1900,m,0
40976,nyp.33433074878194|Kellner,nyp.33433074878194,1909,m,"Legge, Ronald.",The admirable Davis,u,,1909,m,0
45800,nyp.33433082251855|Cecil,nyp.33433082251855,1919,m,"Atherton, Gertrude Franklin Horn,",Transplanted;,f,,1919,m,0
48385,nyp.33433082524020|Mr.Oxnard,nyp.33433082524020,1922,m,"Beach, Edward Latimer.",Dan Quin of the navy,m,,1922,m,0
48723,inu.30000041676812|Foulkes*,inu.30000041676812,1928,m,"Dane, Clemence.",Enter Sir John / | $c: by Clemence Dane and Helen Simpson ; illustrated by Sydney Seymour Lucas.,f,,1928,m,0
49616,uc1.$b105827|Aaron,uc1.$b105827,1928,m,"Untermeyer, Louis,","Moses, a novel.",m,,1928,m,0
48847,uc2.ark+=13960=t2s46kb90|ElRojo,uc2.ark+=13960=t2s46kb90,1922,m,"Ritchie, Robert Welles.",Dust of the desert,m,,1922,m,0
53438,uc1.$b312489|Dick,uc1.$b312489,1931,m,"Shelby, Gertrude Mathews,","Po'buckra | $c: [by] Gertrude Mathews Shelby, Samuel Gaillard Stoney.",f,,1931,m,0
45010,uc2.ark+=13960=t81j97z91|RichardHadley,uc2.ark+=13960=t81j97z91,1915,m,"Erskine, Payne,",A girl of the Blue Ridge,f,,1915,m,0
48936,mdp.39015063918554|Jimmie,mdp.39015063918554,1925,m,"Eiker, Mathilde,","Mrs. Mason's daughters, | $c: by Mathilde Eiker.",f,,1925,m,0
48319,nyp.33433081580361|Rogers,nyp.33433081580361,1920,m,"Williams, Sidney,",An unconscious crusader,m,,1920,m,0
48963,uc1.$b298774|MrDaventry,uc1.$b298774,1928,m,"Poole, R. Heber.","The Davenham heritage, | $c: by R. Heber Poole.",m,,1928,m,0
57673,uc1.32106012230790|Mr.Hopkins,uc1.32106012230790,1946,m,,The Mandrake root / | $c: selected and arranged by Jeremy Scott,u,,1946,m,0
48592,uc2.ark+=13960=t5t728w36|Jack,uc2.ark+=13960=t5t728w36,1920,m,"Inness, George,",Random thoughts,m,,1920,m,0
44717,nyp.33433074873153|Walters,nyp.33433074873153,1910,m,"Landau, Leo A.,",The big cinch,m,,1910,m,0
44777,nyp.33433075767461|Vanda,nyp.33433075767461,1912,m,"Wemyss, Mary C. E.",Prudent Priscilla,f,,1912,m,0
40486,nyp.33433074876180|Louis,nyp.33433074876180,1904,m,"McIvor, Allan.",The overlord,m,,1904,m,0
48104,nyp.33433076075658|Carpenter,nyp.33433076075658,1920,m,"Lynn, Margaret.",Free soil,f,,1920,m,0
48860,mdp.39015012184472|Tcheprakov,mdp.39015012184472,1920,m,"Chekhov, Anton Pavlovich,",The chorus girl and other stories,m,,1920,m,0
45261,uc2.ark+=13960=t77s7jf3c|Kimball,uc2.ark+=13960=t77s7jf3c,1917,m,"Davis, Charles Belmont,","Her own sort, and others",m,,1917,m,0
40484,nyp.33433074850649|Horatio,nyp.33433074850649,1901,m,"Hart, Percy William Edward,",Yarns;,m,,1901,m,0
53879,uc1.$b300166|Robin,uc1.$b300166,1937,m,"Downes, Carl Sawyer,","Robin Redbeard; | being a fictional biography of Robert Greene, author of tales, pamphlets and plays.  Describing the varying fortunes of his life from the year 1579, when he returned, bachelor of arts from Cambridge, to his home in Norwich, till the year of his untimely death, 1592. | $c: By Carl S. Downes",m,,1937,m,0
57789,uc1.$b104433|Willie,uc1.$b104433,1947,m,"Duncan, Thomas William,",Gus the Great : | a novel / | $c: Thomas W. Duncan.,m,,1947,m,0
41273,nyp.33433074861679|Enoch,nyp.33433074861679,1906,m,"Hussey, Eyre.",A girl of resource,f,,1906,m,0
40068,uc2.ark+=13960=t0pr7q82g|ShamSingh,uc2.ark+=13960=t0pr7q82g,1901,m,"St. Clair, William.",Prince Baber and his wives,m,,1901,m,0
49609,mdp.39015054159937|Plattner,mdp.39015054159937,1924,m,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,m,,1924,m,0
52776,inu.32000011082460|Cassar,inu.32000011082460,1935,m,,"Six stories from Shakespeare | $c: retold by John Buchan, Hugh Walpole, Clemence Dane and others ... Illustrations by Fortunino Matania",u,,1935,m,0
40837,mdp.39015063020096|Danko,mdp.39015063020096,1905,m,"Gorky, Maksim,",Heartache & The old woman Izergil,m,,1905,m,0
48384,nyp.33433076075328|Joe,nyp.33433076075328,1922,m,"McCarter, Margaret Hill,",Homeland;,f,,1922,m,0
43971,uc2.ark+=13960=t3kw5801j|Jiggs,uc2.ark+=13960=t3kw5801j,1912,m,"Seltzer, Charles Alden,",The coming of the law,m,,1912,m,0
44011,nyp.33433075766703|Mr.Straker,nyp.33433075766703,1918,m,"Pertwee, Roland,",The transactions of Lord Louis Lewis,m,,1918,m,0
45078,uc1.b3727128|Merritt,uc1.b3727128,1919,m,"Van Loan, Charles Emmett,",Old man Curry,m,,1919,m,0
40464,uc1.b3688438|Clarence,uc1.b3688438,1902,m,"Lorimer, George Horace,",Letters from a self-made merchant to his son,m,,1902,m,0
39998,nyp.33433074928981|KeithProwse,nyp.33433074928981,1907,m,"Bennett, Arnold,",The ghost,m,,1907,m,0
56477,wu.89099778359|Mills,wu.89099778359,1946,m,"Cunningham, Albert Benjamin,",One man must die / | $c: by A.B. Cunningham.,m,,1946,m,0
52463,uc1.$b63729|HarryReoux,uc1.$b63729,1939,m,"Sanford, John B.,",Seventy times seven : | a novel / | $c: by John Sanford.,m,,1939,m,0
53826,uc1.b3810807|Julian,uc1.b3810807,1935,m,"Briffault, Robert,","Europa; | the days of ignorance, | $c: by Robert Briffault.",m,,1935,m,0
41025,uc2.ark+=13960=t6n011s1x|Bogan,uc2.ark+=13960=t6n011s1x,1905,m,"Flower, Elliott,",Slaves of success,m,,1905,m,0
52276,inu.32000011265255|EdgarAtheling,inu.32000011265255,1934,m,"Coryn, M. S.,","The acquirer, 1027-1087, | $c: by M. Coryn.",u,,1934,m,0
53637,uc1.$b87152|Mr.Trufoot,uc1.$b87152,1937,m,"Collins, Norman,","Trinity town, | $c: by Norman Collins.",m,,1937,m,0
56757,uc1.b3687204|ElDorado,uc1.b3687204,1947,m,"Bromfield, Louis,",Colorado / | $c: by Louis Bromfield.,m,,1947,m,0
45712,nyp.33433074835814|S.SydneyTappan,nyp.33433074835814,1917,m,"Bellamy, Francis Rufus,",The balance,m,,1917,m,0
57335,mdp.39015002219809|Elliott,mdp.39015002219809,1941,m,"Lardner, Ring,",The collected short stories of Ring Lardner.,u,,1941,m,0
53396,pst.000047349964|Lionel,pst.000047349964,1934,m,"Malory, Thomas, Sir,",Le morte d'Arthur / | $c: by Sir Thomas Malory ...,m,,1934,m,0
51974,wu.89100333129|Amaro,wu.89100333129,1931,m,"Grinstead, Durward,","Belardo,: | a novel of old Spain, | $c: by Durward Grinstead.",m,,1931,m,0
52814,uc1.$b243918|Roberts,uc1.$b243918,1934,m,"Norris, Charles Gilman,",Zest / | $c: by Charles G. Norris.,m,,1934,m,0
53269,mdp.39015022384773|JamesHunt,mdp.39015022384773,1933,m,"Bush, Christopher,","The crank in the corner, | $c: by Christopher Bush.",m,,1933,m,0
49627,nyp.33433076090145|Miller,nyp.33433076090145,1921,m,"Levison, Eric.",Ashes of evidence,m,,1921,m,0
57858,uc1.$b117260|Gabe,uc1.$b117260,1940,m,"Wickenden, Dan,",Walk like a mortal.,m,,1940,m,0
56303,uc1.$b63865|Goethe,uc1.$b63865,1946,m,"Waldeck, R. G. (Rosie Goldschmidt),",Lustre in the sky | $c: [by] R. G. Waldeck.,f,,1946,m,0
52564,uc1.$b251450|Georgie,uc1.$b251450,1933,m,,Twenty-one good monologues / | $c: by Olive White Fortenbacher ... [et. al.].,u,,1933,m,0
45009,uc2.ark+=13960=t7kp7vf35|Isaac,uc2.ark+=13960=t7kp7vf35,1910,m,"(Margaret Blanche), Pumphrey, Margaret B.",Stories of the Pilgrims,f,,1910,m,0
44450,umn.31951002375256a|Warmbody,umn.31951002375256a,1914,m,"Dart, Harry Grant.",The sprightly adventures of Mr. Homesweet Home,m,,1914,m,0
53607,umn.319510020873838|Timothy,umn.319510020873838,1933,m,"Postgate, Raymond,",No epitaph.,m,,1933,m,0
53628,mdp.39015038675396|Cooper,mdp.39015038675396,1935,m,"Thomson, Basil,","The case of the dead diplomat; | Inspector Richardson's fourth case, | $c: by Sir Basil Thomson.",m,,1935,m,0
40813,nyp.33433082532031|Seaton,nyp.33433082532031,1905,m,"Dudley, Albertus T. (Albertus True),",In the line,m,,1905,m,0
48927,nyp.33433076026057|Robinson,nyp.33433076026057,1920,m,"Smith, Gordon Arthur,",The pagan,m,,1920,m,0
52583,mdp.39015066688725|Dalrymple,mdp.39015066688725,1933,m,"(Thomas Sigismund), Stribling, T. S.",The forge.,m,,1933,m,0
49525,uc1.b4091384|Max,uc1.b4091384,1920,m,"Lawrence, D. H. (David Herbert),",The lost girl,m,,1920,m,0
40079,uc2.ark+=13960=t5j961n0f|Cranston,uc2.ark+=13960=t5j961n0f,1907,m,"Tarkington, Booth,",His own people,m,,1907,m,0
48368,inu.32000001734864|Sanderson,inu.32000001734864,1925,m,"Crane, Stephen,","The work of Stephen Crane, | $c: edited by Wilson Follett.",m,,1925,m,0
52669,uc1.b3727086|Dalrymple,uc1.b3727086,1931,m,"(Thomas Sigismund), Stribling, T. S.",The forge,m,,1931,m,0
