,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
33549,2648|GeorgeStandish,2648,1885,m,"Balch, Elisabeth,",Mustard leaves,f,,1885,m,0
24025,6102|Buchan,6102,1860,m,"Tytler, Sarah,","Wearing the willow; or, Bride Fielding",f,,1860,m,0
25609,6070|Garibaldi,6070,1861,m,"Bresciani, Antonio,",Lionello,m,,1861,m,0
28118,5111|Melan,5111,1872,m,"Hooper, Henry,","Wash. Boltor, M.D.; or, The life of an orator",u,,1872,m,0
33741,8220|Mr.George,8220,1880,m,"Dickens, Charles,",Works,m,,1880,m,0
33748,4091|Mr.Sowerby,4091,1887,m,"Trollope, Anthony,",The chronicles of Barsetshire,m,,1887,m,0
29759,13221|Tony,13221,1872,m,"Bell, Emily Ernst.",A first appearance,f,,1872,m,0
29774,12487|Edward,12487,1872,m,"Hood, Tom,",Love and valor,m,,1872,m,0
25180,12142|Gerard,12142,1865,m,"Blackburn, Wm. M. (William Maxwell),",The college days of Calvin,m,,1865,m,0
28909,2708|William,2708,1877,m,"Swain, Charles F.","Captain Waters, and Bill his bo'son",m,,1877,m,0
33901,8226|Nicholas,8226,1880,m,"Dickens, Charles,",Works,m,,1880,m,0
28346,14622|Jim,14622,1878,m,Sejanus.,Littledale,u,,1878,m,0
36910,880|Steve,880,1899,m,"(Louise Regina), Baker, Louise R.",Sunbeams and moonbeams,f,,1899,m,0
25120,8863|Gotzkowsky*,8863,1867,m,"Mühlbach, L. (Luise),",The merchant of Berlin,f,,1867,m,0
24022,4708|FortDonelson,4708,1866,m,,"Anecdotes, poetry, and incidents of the war",m,,1866,m,0
24686,12934|Krook,12934,1866,m,"Dickens, Charles,",Bleak house,m,,1866,m,0
24905,3134|Lavretsky*,3134,1869,m,"Turgenev, Ivan Sergeevich,",Liza,m,,1869,m,0
24226,14438|Squire,14438,1868,m,"Yates, Edmund Hodgson,",The rock ahead,m,,1868,m,0
37521,3196|Bruno,3196,1898,m,"Duchess,"," O tender Dolores,",f,,1898,m,0
25449,6526|Willie,6526,1869,m,,"Jessie Burton, or, Danger in delay",u,,1869,m,0
28418,2737|JesusChrist,2737,1872,m,"Landis, Simon M. (Simon Mohler)",The social war of the year 1900 ;,m,,1872,m,0
32111,1310|Moses,1310,1888,m,"Dunlop, John Colin,",History of prose fiction,m,,1888,m,0
33283,7747|Tarifa,7747,1883,m,"Navery, Raoul de,",The monk's pardon,f,,1883,m,0
25395,10339|Harmond,10339,1860,m,"Griffin, Gerald,",The Christian physiologist,m,,1860,m,0
24763,7357|ArthurMelchior,7357,1864,m,"Robins, Arthur,",Black moss,m,,1864,m,0
37906,674|Frederic,674,1898,m,"Flaubert, Gustave,",Sentimental education;,m,,1898,m,0
29606,6685|Mr.Dunraven,6685,1879,m,"Jay, Harriett,",Madge Dunraven,f,,1879,m,0
24155,8549|Harry,8549,1867,m,"Kennedy, Patrick,",The banks of the Boro,m,,1867,m,0
32767,1310|Gogol,1310,1888,m,"Dunlop, John Colin,",History of prose fiction,m,,1888,m,0
25726,13656|Mr.Penrose,13656,1867,m,"(Margaret), Oliphant, Mrs.",Madonna Mary,f,,1867,m,0
28381,14942|Fritz,14942,1875,m,"Feilden, Phoebe M.","Grantham secrets, a novel",f,,1875,m,0
28366,11684|Mattie,11684,1877,m,"Mrs. Sanford, D. P.,",Frisk and his flock,f,,1877,m,0
21243,8905|Barry,8905,1854,m,"Simms, William Gilmore,","Katharine Walton; or, The rebel of Dorchester",m,,1854,m,0
28905,14739|Marquis,14739,1876,m,"Grant, Maria M.",The sun-maid,f,,1876,m,0
32716,39|Medley,39,1886,m,"James, Henry,",The Princess Casamassima,m,,1886,m,0
20746,680|CharlesAlbert,680,1854,m,"Bresciani, Antonio,",The Jew of Verona,m,,1854,m,0
37186,7408|Selim,7408,1894,m,"Gardener, Helen H. (Helen Hamilton),",An unofficial patriot,f,,1894,m,0
33515,5669|JamesWillis,5669,1884,m,"Oberholtzer, Sara Louisa,",Hope's heart bells,f,,1884,m,0
33263,10566|Graham,10566,1885,m,"Wilson, John Mackay,",Wilson's Tales of the Borders and of Scotland,m,,1885,m,0
32618,12916|BlackJack,12916,1886,m,"Henty, G. A. (George Alfred),",Yarns on the beach,m,,1886,m,0
25294,7960|Herbert,7960,1865,m,"Doughty, Sarah P.",Playing Santa Claus,f,,1865,m,0
33633,11367|Mr.Havisham,11367,1886,m,"Burnett, Frances Hodgson,",Little Lord Fauntleroy,f,,1886,m,0
36051,7996|Jake,7996,1891,m,"Ryan, Marah Ellis,",A pagan of the Alleghanies,f,,1891,m,0
32108,1252|Hamish,1252,1885,m,"Barr, Amelia Edith Huddleston,",Jan Vedder's wife,f,,1885,m,0
28745,12984|Kettledrummle,12984,1877,m,"Sir, Scott, Walter,",The handy volume  Waverly,m,,1877,m,0
33476,5960|Goodwin,5960,1883,m,"Eggleston, Edward,",The circuit rider,m,,1883,m,0
37219,5507|Charley,5507,1893,m,"Savage, Richard,",For life and love,m,,1893,m,0
29717,7188|Lawrence,7188,1877,m,"Carew, Rachel.",Tangled,f,,1877,m,0
24043,9813|Howlett,9813,1868,m,,"The young apprentice; or, The watch-words of old London",u,,1868,m,0
33632,10720|Ned,10720,1888,m,"Francis, Francis.",Newton Dogvane,m,,1888,m,0
20179,6221|TimothyFlash,6221,1855,m,"(George Pickering), Burnham, Geo. P.",The rag-picker,m,,1855,m,0
32424,2568|Metzger,2568,1883,m,"Hay, John,",The bread-winners;,m,,1883,m,0
20342,8533|Mr.Heath,8533,1855,m,"Hastings, Sybil.",Harvestings,f,,1855,m,0
37712,11608|Lousteau,11608,1899,m,"Balzac, Honoré de,",The novels of Balzac,m,,1899,m,0
25136,11978|Rose,11978,1860,m,"Eden, Emily,",The semi-detached house,f,,1860,m,0
28246,14092|SignorPietro,14092,1870,m,"Trollope, Thomas Adolphus,",A siren,m,,1870,m,0
24125,13314|DonQuixote,13314,1869,m,"Thackeray, William Makepeace,",Miscellanies,m,,1869,m,0
32611,10740|Winfred,10740,1888,m,"Bamford, Mary E. (Mary Ellen)",Father Lambert's family,f,,1888,m,0
37611,13444|Marquis,13444,1892,m,"Watson, Aaron,",The Marquis of Carabas,m,,1892,m,0
35945,2762|Hamilton,2762,1894,m,"Musick, John R. (John Roy),",Independence;,m,,1894,m,0
28435,13522|Webber,13522,1878,m,"Ainsworth, William Harrison,",Beatrice Tyldesley,m,,1878,m,0
25082,8535|Mr.Cocksedge,8535,1864,m,"Jeaffreson, John Cordy,",Not dead yet,m,,1864,m,0
21488,10222|Mr.Elwester*,10222,1850,m,"Old Sailor,",Jem Bunt,m,,1850,m,0
37238,1655|Reardon,1655,1898,m,"King, Katherine Douglas.",The child who will never grow old,f,,1898,m,0
28898,7160|Peter,7160,1878,m,"Farjeon, B. L. (Benjamin Leopold),",Widow Cherry;,m,,1878,m,0
33766,11843|Godwin,11843,1884,m,"Jefferies, Richard,",The dewy morn,m,,1884,m,0
36050,7584|JohnSoude,7584,1896,m,"Davis, Rebecca Harding,",Doctor Warrick's daughters;,f,,1896,m,0
32991,14467|Grilbert,14467,1882,m,"Barrett, Frank,",A prodigal's progress,m,,1882,m,0
33073,11885|DonPierrotdeNavarre,11885,1882,m,"Gautier, Théophile,",My household of pets,f,,1882,m,0
24003,14059|Mr.Orcott,14059,1868,m,"(Mary Elizabeth), Braddon, M. E.",Charlotte's inheritance,f,,1868,m,0
20774,4789|Earl,4789,1859,m,"Howitt, Mary Botham,",A treasury of old favourite tales,f,,1859,m,0
33858,8229|Clennam,8229,1880,m,"Dickens, Charles,",Works,m,,1880,m,0
28910,4172|Henry,4172,1874,m,"Warren, Israel P. (Israel Perkins),",Chauncey Judd =,m,,1874,m,0
24005,14363|Berg,14363,1866,m,"Disraeli, Benjamin,",The novels & tales of the Right Hon. B. Disraeli,m,,1866,m,0
28306,12983|George,12983,1877,m,"Sir, Scott, Walter,",The handy volume  Waverly,m,,1877,m,0
20479,13503|DameStockley,13503,1850,m,"Mills, John,",Our county,m,,1850,m,0
