,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
8121,2286|Davies,2286,1828,m,"Mr. Deale,",Life in the West;,m,,1828,m,0
2037,2071|Mr.St.John,2071,1801,m,"Swift, Jonathan,",The works of the Rev. Jonathan Swift,m,,1801,m,0
17628,4183|Kistna,4183,1848,m,"Rafter, Captain.","Savindroog, or, The queen of the jungle",u,,1848,m,0
12142,10350|Godfrey,10350,1834,m,"Sir, Scott, Walter,",Waverley novels,m,,1834,m,0
9577,15087|Louis,15087,1829,m,"James, G. P. R. (George Payne Rainsford),",Richelieu,m,,1829,m,0
2115,5887|Glen,5887,1809,m,"Cumberland, Richard,",John de Lancaster,m,,1809,m,0
11950,2967|Shackleton,2967,1837,m,"Hook, Theodore Edward,",Jack Brag,m,,1837,m,0
5098,13648|Henry,13648,1814,m,"West, Jane,",Alicia de Lacy,f,,1814,m,0
9435,1635|Caesar,1635,1827,m,"Maginn, William,",Whitehall;,m,,1827,m,0
16484,4334|Mr.Snevellicci,4334,1846,m,"Dickens, Charles,","The novels and tales of Charles Dickens, (Boz.)",m,,1846,m,0
17693,7079|PierreMorin,7079,1844,m,"James, G. P. R. (George Payne Rainsford),","The works of G.P.R. James, esq",m,,1844,m,0
17649,1507|Seymour,1507,1840,m,"Marryat, Frederick,",The complete works of Captain F. Marryatt,m,,1840,m,0
16586,6983|Luigi,6983,1843,m,,Father Oswald,u,,1843,m,0
9630,14906|Peterson,14906,1824,m,"Martineau, Harriet,",Illustrations of taxation,f,,1824,m,0
2725,14101|Henry,14101,1800,m,"Hervey, Elizabeth,",The Mourtray family,f,,1800,m,0
16077,14898|NationalGuard,14898,1846,m,"Croly, George,","Marston, or, The soldier and statesman",m,,1846,m,0
4728,13424|Mr.Crawford,13424,1810,m,"Walsh, Miss.","The officer's daughter; or, A visit to Ireland in 1790",f,,1810,m,0
2062,3214|Valentine,3214,1809,m,"Lamb, Charles,",Tales from Shakespear,f,,1809,m,0
4329,9148|ArthurMurphy,9148,1817,m,"Mrs. Edgworth,","Tales of real life; or, Scenes in Ireland;",f,,1817,m,0
4837,8486|Paul,8486,1814,m,"Leadbeater, Mary,","Tales for cottagers, accomodated to the present condition of the Irish peasantry",f,,1814,m,0
13073,7081|Orville,7081,1837,m,,The Library of romance;,u,,1837,m,0
15982,1116|Bonaparte,1116,1849,m,"Brontë, Charlotte,",Shirley,f,,1849,m,0
349,3010|Mr.Lee,3010,1795,m,anon3010,The hapless orphan;,u,,1795,m,0
9398,13286|Glen,13286,1824,m,"M'Donogh, Felix,",The highlanders,m,,1824,m,0
9441,3863|Goldsmith,3863,1823,m,,"The Novels of Sterne, Goldsmith, Dr. Johnson, Mackenzie, Horace Walpole, and Clara Reeve",f,,1823,m,0
17689,13288|Edward,13288,1841,m,"Opie, Amelia Alderson,",The works of Mrs. Amelia Opie;,f,,1841,m,0
12537,8663|Edwin,8663,1834,m,,"Tales for the parlour; or, Records of romance and chivalry",u,,1834,m,0
4076,13265|Earl,13265,1813,m,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",f,,1813,m,0
8047,13301|PhilipHadwin,13301,1827,m,"Brown, Charles Brockden,",The Novels of Charles Brockden Brown,m,,1827,m,0
13847,12018|Willoughby,12018,1830,m,"Marquess of, Normanby, Constantine Henry Phipps,",The English at home,m,,1830,m,0
1707,14715|Mr.Frankland,14715,1804,m,"Edgeworth, Maria,",Popular tales,f,,1804,m,0
9698,3195|Richard,3195,1829,m,"Mrs. Bray, (Anna Eliza),",The Protestant,f,,1829,m,0
13227,548|Fernandez,548,1838,m,"(Edward Lanzer) Joseph, E. L.",Warner Arundell,m,,1838,m,0
5658,3083|Charles,3083,1810,m,"Lafontaine, August Heinrich Julius,",The village pastor and his children,m,,1810,m,0
4720,3432|Lord,3432,1812,m,"(Henrietta Maria) Moriarty, H. M.",Crim. con,u,,1812,m,0
5717,13739|Bertram,13739,1814,m,"Hervey, Elizabeth",Amabel;,f,,1814,m,0
5859,431|Wilford,431,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
8929,4725|MrLamounde,4725,1824,m,"Swift, Jonathan,","The novels of Swift, Bage, and Cumberland",m,,1824,m,0
16643,7072|Blawket,7072,1844,m,"James, G. P. R. (George Payne Rainsford),","The works of G.P.R. James, esq",m,,1844,m,0
5627,2838|Tomkins,2838,1818,m,,Rachel,u,,1818,m,0
16040,9658|Tim,9658,1848,m,"Wood, George,",Peter Schlemihl in America,m,,1848,m,0
2687,13500|Celwold,13500,1801,m,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",m,,1801,m,0
2372,2348|Bashaw,2348,1801,m,"Walker, George,","The three Spaniards, a romance",m,,1801,m,0
4236,1479|Henry,1479,1819,m,"Scott, Walter,",Novels and tales of the author of Waverley,m,,1819,m,0
8271,5991|Mr.Dudley,5991,1821,m,"Edgeworth, Maria,",Rosamond,f,,1821,m,0
9173,14513|Dr.Middleton,14513,1827,m,"Edgeworth, Maria,","The parent's assistant, or, Stories for children",f,,1827,m,0
4774,13433|Mr.Marnley,13433,1812,m,"Byron, Medora Gordon.",The Englishman,f,,1812,m,0
16449,4935|Matthew,4935,1841,m,"Howitt, Mary Botham,","Hope on! Hope ever! or, The boyhood of Felix Law",f,,1841,m,0
17186,14902|LordUlva,14902,1845,m,"(Catherine Grace Frances), Gore, Mrs.",The story of a royal favourite,f,,1845,m,0
67,13239|LordCaftlenorth,13239,1791,m,"Smith, Charlotte,",Celestina,f,,1791,m,0
5674,14588|Jacob,14588,1817,m,"Edgeworth, Maria,",Harrington,f,,1817,m,0
13285,2678|MatthewGournay,2678,1833,m,"James, G. P. R. (George Payne Rainsford),",Mary of Burgundy;,m,,1833,m,0
9728,4938|Lionel,4938,1826,m,"Smith, Horace,",The Tor hill,m,,1826,m,0
16086,2555|Lauderdale,2555,1841,m,,Patrick Welwood,u,,1841,m,0
13069,15091|JohnWaft,15091,1830,m,"Galt, John,",Lawrie Todd;,m,,1830,m,0
16819,7061|ThomasCecil,7061,1844,m,"James, G. P. R. (George Payne Rainsford),","The works of G.P.R. James, esq",m,,1844,m,0
8742,4904|Mr.LOUNGER,4904,1823,m,,The British essayists;,m,,1823,m,0
13182,10347|Miller,10347,1834,m,"Sir, Scott, Walter,",Waverley novels,m,,1834,m,0
4769,8486|Dennis,8486,1814,m,"Leadbeater, Mary,","Tales for cottagers, accomodated to the present condition of the Irish peasantry",f,,1814,m,0
4131,13433|Mr.Prince,13433,1812,m,"Byron, Medora Gordon.",The Englishman,f,,1812,m,0
2680,14419|Duke,14419,1806,m,"(Agnes Maria), Bennett, Mrs.",Vicissitudes abroad;,f,,1806,m,0
757,15021|Mr.Hume,15021,1793,m,"Pilkington,",Rosina,f,,1793,m,0
13757,4307|Rollo,4307,1838,m,"Abbott, Jacob,","Rollo at play, or, Safe amusements",m,,1838,m,0
12833,5662|Rodolph,5662,1832,m,,"The ladies cabinet of fashion, music and romance",u,,1832,m,0
1730,13746|LordCharlewood,13746,1807,m,"Young, Mary Julia.",A summer at Brighton,f,,1807,m,0
12286,12936|Coleman,12936,1835,m,,"The life and adventures of Bampfylde Moore Carew, commonly called the King of the beggars",u,,1835,m,0
9163,508|Ormistoun,508,1825,m,"Kennedy, Grace,",Philip Colville,f,,1825,m,0
13191,13813|Mr.Sibthorp,13813,1836,m,"Pickering, Ellen,",The merchant's daughter,f,,1836,m,0
4481,14588|Simon,14588,1817,m,"Edgeworth, Maria,",Harrington,f,,1817,m,0
9293,4725|Thomas,4725,1824,m,"Swift, Jonathan,","The novels of Swift, Bage, and Cumberland",m,,1824,m,0
16383,9757|Langan,9757,1844,m,"James, G. P. R. (George Payne Rainsford),",Arrah Neil,m,,1844,m,0
5805,14302|Mahony,14302,1816,m,"Agg, John,",Eighteen hundred and fifteen;,m,,1816,m,0
4302,9999|Dr.Harlow,9999,1810,m,"More, Hannah,",Cœlebs in search of a wife,f,,1810,m,0
8458,14985|AdrianSlaaphamer,14985,1826,m,"Gillies, R. P. (Robert Pearse),",Tales of a voyager to the Arctic Ocean,m,,1826,m,0
16955,1507|Ned,1507,1840,m,"Marryat, Frederick,",The complete works of Captain F. Marryatt,m,,1840,m,0
539,14935|Patrick,14935,1784,m,"Swift, Jonathan,",The works of the Rev. Dr. Jonathan Swift,m,,1784,m,0
16943,3896|ComptonRevel,3896,1843,m,"Bunbury, Selina,",Coombe abbey,f,,1843,m,0
13716,9320|William,9320,1830,m,"Bowdler, H. M. (Henrietta Maria),","Pen Tamar, or, The history of an old maid",u,,1830,m,0
5109,7174|Mr.Robinson,7174,1815,m,"Taylor, Jane,",Display,f,,1815,m,0
8712,13350|Moncada,13350,1829,m,"Scott, Walter,",Waverley novels,m,,1829,m,0
7976,12764|MrMeikle,12764,1824,m,"Lockhart, J. G. (John Gibson),",The history of Matthew Wald,m,,1824,m,0
4436,13325|JohnLamsbroke,13325,1815,m,"Mathers, John.","The history of Mr. John Decastro and his brother Bat, commonly called Old Crab",m,,1815,m,0
8127,4725|Timothy,4725,1824,m,"Swift, Jonathan,","The novels of Swift, Bage, and Cumberland",m,,1824,m,0
17889,14752|Edward,14752,1841,m,"Wilks, John,","The Tory baronet, or Tories, Whigs, and Radicals",m,,1841,m,0
2549,14101|LordClannarmon*,14101,1800,m,"Hervey, Elizabeth,",The Mourtray family,f,,1800,m,0
5263,15046|Mr.Douglas,15046,1818,m,"Ferrier, Susan,",Marriage,f,,1818,m,0
8796,6959|FitzWalter,6959,1826,m,,Eustace Fitz-Richard,u,,1826,m,0
13621,13201|LordVilliers,13201,1830,m,"Porter, Anna Maria,",The barony,f,,1830,m,0
13553,13020|George,13020,1833,m,"Mrs. Sherwood, (Mary Martha),",Victoria,f,,1833,m,0
16203,2723|Jonas,2723,1848,m,"Gaskell, Elizabeth Cleghorn,",Mary Barton,f,,1848,m,0
13189,1577|Ralph,1577,1836,m,,The Youth's sketch book,u,,1836,m,0
8558,508|Gilbert,508,1825,m,"Kennedy, Grace,",Philip Colville,f,,1825,m,0
13022,2611|Reuben,2611,1832,m,"Edwards, Charles,",Feathers from my own wings,m,,1832,m,0
4701,3393|Elliott,3393,1815,m,"Surr, T. S. (Thomas Skinner),",The magic of wealth,m,,1815,m,0
2625,3288|John,3288,1809,m,"More, Hannah,",Cœlebs in search of a wife,f,,1809,m,0
1654,13202|RichardHutchinbunck,13202,1800,m,"Lathom, Francis,",Men and manners,m,,1800,m,0
8219,4785|Frederick,4785,1826,m,"Colman, George,",The circle of anecdote and wit,m,,1826,m,0
9557,4827|John,4827,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
7949,3863|God,3863,1823,m,,"The Novels of Sterne, Goldsmith, Dr. Johnson, Mackenzie, Horace Walpole, and Clara Reeve",f,,1823,m,0
4409,1470|MrMervyn,1470,1819,m,"Scott, Walter,",Novels and tales of the author of Waverley,m,,1819,m,0
8932,13185|Constantine,13185,1823,m,,Popular tales and romances of the northern nations,m,,1823,m,0
232,13710|Mr.Micklewhimmen,13710,1796,m,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D",m,,1796,m,0
4273,13833|Macdonald,13833,1815,m,"Johnstone, C. I. (Christian Isobel),",Clan-Albin,f,,1815,m,0
9238,12394|DrLowther,12394,1825,m,"Kennedy, Grace,",Father Clement,f,,1825,m,0
5211,13281|Mr.Dormer,13281,1813,m,"Cuthbertson, Catherine.","Adelaide, or, The countercharm",f,,1813,m,0
770,10652|Clement,10652,1784,m,"Burney, Fanny,",Evelina ;,f,,1784,m,0
8546,13684|Philip,13684,1824,m,"Roche, Regina Maria,",The tradition of the castle;,f,,1824,m,0
16831,6842|Mr.Dun,6842,1849,m,"Hannay, David,","Ned Allen; or, The past age",m,,1849,m,0
4461,3083|Gellert,3083,1810,m,"Lafontaine, August Heinrich Julius,",The village pastor and his children,m,,1810,m,0
13588,9458|Campbell,9458,1834,m,"Brent, John,",The sea-wolf,m,,1834,m,0
9490,4228|Tommy,4228,1820,m,,"Rosemay Lodge, or, Domestic vicissitudes",u,,1820,m,0
12577,2412|NicolasPoulain,2412,1839,m,"James, G. P. R. (George Payne Rainsford),",Henry of Guise,m,,1839,m,0
8026,6366|Hyde,6366,1825,m,"(William Henry), Pyne, W. H.",The twenty-ninth of May,m,,1825,m,0
4572,8602|Dutton,8602,1810,m,,The British novelists,m,,1810,m,0
13618,4431|Harcourt,4431,1836,m,"Malet, Marian Dora, Lady.","Violet, or The danseuse",f,,1836,m,0
4351,4973|Frank,4973,1818,m,"Sir, Scott, Walter,",Tales of my landlord,m,,1818,m,0
12455,8852|FrancisHay,8852,1836,m,"Hogg, James,",Tales of the wars of Montrose,m,,1836,m,0
9672,4813|Waverley,4813,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
2572,14977|Lionel,14977,1807,m,"Bayfield, E. G., Mrs.",A winter in Bath,f,,1807,m,0
16313,7509|BaronTaylor,7509,1845,m,"Borrow, George Henry,",The Bible in Spain;,m,,1845,m,0
1741,2462|ErnestodiBrandosi,2462,1805,m,"Charlton, Mary.",The homicide,f,,1805,m,0
5029,13670|Prince,13670,1811,m,"Ashe, Thomas,","The spirit of  The book;  or, Memoirs of Caroline Princess of Hasburgh",m,,1811,m,0
16296,4334|Scadder,4334,1846,m,"Dickens, Charles,","The novels and tales of Charles Dickens, (Boz.)",m,,1846,m,0
17390,11159|Michael,11159,1847,m,"Lippard, George,",Washington and his generals,m,,1847,m,0
12711,6638|John,6638,1834,m,"Knapp, Samuel L. (Samuel Lorenzo),",Tales of the garden of Kosciusko,m,,1834,m,0
8274,73|Mr.Osbourne,73,1823,m,,"The School for sisters, or, The lesson of experience",u,,1823,m,0
4775,13439|MadamedeSeligny,13439,1811,m,Lady.,Julia de Vienne,m,,1811,m,0
4029,13424|LordPowerscourt,13424,1810,m,"Walsh, Miss.","The officer's daughter; or, A visit to Ireland in 1790",f,,1810,m,0
4465,436|Dick,436,1815,m,"Mrs. Bray, (Anna Eliza),",The novels and romances of Anna Eliza Bray,f,,1815,m,0
12697,10256|Gascoigne,10256,1835,m,"Edgeworth, Maria,",Tales and novels,f,,1835,m,0
604,13231|Arthur,13231,1792,m,"Gunning,",Anecdotes of the Delborough family,f,,1792,m,0
13292,13902|John,13902,1835,m,"Irving, Washington,",Salmagundi;,m,,1835,m,0
5588,13321|Cromwell,13321,1812,m,"(Jane), West, Mrs.",The loyalists,f,,1812,m,0
8720,2423|Gates,2423,1824,m,"Cushing, E. L. (Eliza Lanesford),",Saratoga;,f,,1824,m,0
13339,2967|LordTom,2967,1837,m,"Hook, Theodore Edward,",Jack Brag,m,,1837,m,0
1719,8378|Fowler,8378,1805,m,,Fables of Aesop and others,m,,1805,m,0
4096,14886|Aranda,14886,1813,m,"Cuthbertson, Catherine.",Adelaide,f,,1813,m,0
12829,14067|Kosinski,14067,1833,m,"Mrs. Gore, (Catherine Grace Frances),",Polish tales,f,,1833,m,0
16441,14790|Mr.Leslie,14790,1844,m,"Lady, Fullerton, Georgiana,",Ellen Middleton,f,,1844,m,0
9706,7204|Julian,7204,1823,m,"Sir, Scott, Walter,",Peveril of the peak,m,,1823,m,0
5360,10200|Taher,10200,1816,m,,Select novels,f,,1816,m,0
5083,13361|Amine,13361,1812,m,"Weber, Henry,",Tales of the East,m,,1812,m,0
4463,367|Mr.Kokeby,367,1816,m,"Harvey, Jane, of Newcastle.",Brougham Castle,f,,1816,m,0
8928,3301|HarryWordsworth,3301,1825,m,"Marquess of, Normanby, Constantine Henry Phipps,",Matilda,m,,1825,m,0
16454,702|Bacon,702,1846,m,,The life and adventures of Miss Robinson Crusoe,m,,1846,m,0
8660,6883|Walters,6883,1827,m,"Opie, Amelia Alderson,",[Tales of real life,f,,1827,m,0
461,5136|LordOfmond,5136,1787,m,anon5136,Lucinda Osburn,u,,1787,m,0
12941,1773|Muller,1773,1834,m,"Mrs. Sherwood, (Mary Martha),",The works of Mrs. Sherwood,f,,1834,m,0
17552,13432|Cottrell,13432,1840,m,"Pickering, Ellen,",Who shall be heir?,f,,1840,m,0
9540,13447|Thomas,13447,1822,m,"Misses. Cuthbertson,",Romance of the Pyrenees,u,,1822,m,0
4494,7208|LordNeville,7208,1811,m,"Palmer, John, 1742?-1798.",Like master like man,m,,1811,m,0
9794,13936|Redmond,13936,1829,m,"Maginn, William,",Tales of military life,m,,1829,m,0
8535,5992|Wilson,5992,1827,m,"Opie, Amelia Alderson,",The father and daughter,f,,1827,m,0
12482,7009|LeRoux,7009,1838,m,"Glascock, W. N. (William Nugent),",Land sharks and sea gulls,m,,1838,m,0
4571,8525|Silva,8525,1819,m,"Hope, Thomas,",Anastasius,m,,1819,m,0
9446,12613|LordGlendorvie,12613,1827,m,"Jones, Hannah Maria,","The strangers of the glen; or, The travellers benighted",f,,1827,m,0
5272,14747|Henry,14747,1812,m,"Burney, Sarah Harriet,",Geraldine Fauconberg,f,,1812,m,0
13059,10675|Arthur,10675,1832,m,,"Geraldine Hamilton, or, Self-guidance",u,,1832,m,0
621,13766|Edward,13766,1799,m,"Robinson, Mary Darby,",The false friend,f,,1799,m,0
4755,12141|Edward,12141,1817,m,"Mant, Alicia Catherine,","Montague Newburgh; or, The mother and son",f,,1817,m,0
12190,9130|Mr.Irvine,9130,1830,m,,The New British novelist;,u,,1830,m,0
12734,1740|Zachary,1740,1836,m,"Hooton, Charles,",Adventures of Bilberry Thurland,u,,1836,m,0
9802,14136|Overbury,14136,1822,m,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",u,,1822,m,0
112,4198|Cordova,4198,1791,m,"Adams, John,","Elegant tales, histories, and epistles of a moral tendency;",m,,1791,m,0
9731,4842|Quentin,4842,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
12048,11816|Mr.Sandford,11816,1833,m,"Hall, James,",The soldier's bride and other tales,m,,1833,m,0
61,6503|GeorgeRivers,6503,1787,m,"Keir,",The history of Miss Greville,f,,1787,m,0
16585,6842|Mr.Richard,6842,1849,m,"Hannay, David,","Ned Allen; or, The past age",m,,1849,m,0
7945,275|Mr.Symington,275,1822,m,"Galt, John,","Sir Andrew Wylie, of that ilk",m,,1822,m,0
16050,1223|Dr.Kennedy,1223,1844,m,"Baron, Byron, George Gordon Byron,",The life of Lord Byron,m,,1844,m,0
16477,15029|Abraham,15029,1847,m,"Crowe, Catherine,",The story of Lilly Dawson,f,,1847,m,0
13036,9554|Jim,9554,1836,m,"Tucker, Beverley,",George Balcombe,f,,1836,m,0
12080,4614|DonAlvarez,4614,1838,m,"Marryat, Frederick,",The pacha of many tales,m,,1838,m,0
17879,13289|LordShirley,13289,1841,m,"Opie, Amelia Alderson,",The works of Mrs. Amelia Opie;,f,,1841,m,0
5317,13321|Monthault,13321,1812,m,"(Jane), West, Mrs.",The loyalists,f,,1812,m,0
17472,11412|Cradock,11412,1842,m,"Sedgwick, Catharine Maria,",Hope Leslie;,f,,1842,m,0
503,6687|Gwyn,6687,1794,m,"Bennett,","Ellen, Countess of Castle Howel",u,,1794,m,0
12242,12936|Mr.Whitefield,12936,1835,m,,"The life and adventures of Bampfylde Moore Carew, commonly called the King of the beggars",u,,1835,m,0
12376,14350|Wilt,14350,1832,m,"Griffin, Gerald,",The invasion,m,,1832,m,0
13768,14648|Mr.Cartwright,14648,1837,m,"Trollope, Frances Milton,",The vicar of Wrexhill,f,,1837,m,0
16172,12488|Hilton,12488,1846,m,"Marryat, Frederick,",Newton Forster,m,,1846,m,0
17164,1032|Stephen,1032,1847,m,"Thomson, A. T., Mrs.,",Memoirs of Viscountess Sundon,f,,1847,m,0
1842,13777|CountdiMirandini,13777,1809,m,"Francis, Sophia L.","Angelo Guicciardini, or, The bandit of the Alps",f,,1809,m,0
8810,5854|Malvoisin*,5854,1823,m,"Sir, Scott, Walter,",Ivanhoe;,m,,1823,m,0
272,14930|Gibbons,14930,1784,m,"Swift, Jonathan,",The works of the Rev. Dr. Jonathan Swift,m,,1784,m,0
13520,12917|Jack,12917,1838,m,"Whitehead, Charles,",The autobiography of a notorious legal functionary,m,,1838,m,0
571,15050|Mr.Bennet,15050,1793,m,"Fielding, Henry,",Amelia,m,,1793,m,0
9762,12881|O'Hara,12881,1825,m,"Maxwell, W. H. (William Hamilton),",O'Hara;,m,,1825,m,0
16969,8234|Mr.Haskell,8234,1843,m,"Ingraham, J. H. (Joseph Holt),","The gipsy of the highlands, or, The Jew and the heir",m,,1843,m,0
516,14463|Mr.Montalbert,14463,1795,m,"Smith, Charlotte,",Montalbert,f,,1795,m,0
12979,597|Mr.Bernard,597,1832,m,"Martineau, Harriet,",Illustrations of political economy,f,,1832,m,0
12137,10256|Mr.Seebright,10256,1835,m,"Edgeworth, Maria,",Tales and novels,f,,1835,m,0
16044,10060|Ned,10060,1849,m,"Ruter, P. S.",Reminiscences of a Virginia physician,u,,1849,m,0
12996,12489|Maurice,12489,1838,m,"Mrs., Hall, S. C.,",Lights and shadows of Irish life,f,,1838,m,0
16505,11132|Hedd,11132,1849,m,"Hardy, Elizabeth,","Owen Glendower, or, The prince in Wales",f,,1849,m,0
5763,2401|Melvyn*,2401,1816,m,"Opie, Amelia Alderson,",Valentine's eve,f,,1816,m,0
9593,176|Simon,176,1828,m,"Sir, Scott, Walter,",Chronicles of the Canongate,m,,1828,m,0
4790,14666|Ormsby,14666,1819,m,,"Melcombe Lodge; or, traits of family pride!",u,,1819,m,0
2758,11106|Osmond,11106,1808,m,"Moore, George,",Tales of the passions;,m,,1808,m,0
17570,8553|John,8553,1842,m,S. E. A.,"Father John, or, Cromwell in Ireland",u,,1842,m,0
5821,4973|Butler,4973,1818,m,"Sir, Scott, Walter,",Tales of my landlord,m,,1818,m,0
4274,13972|Mr.Knightley,13972,1811,m,"Lawrence, James Henry,",The empire of the Nairs;,m,,1811,m,0
12620,3167|Ney,3167,1838,m,"Ingraham, J. H. (Joseph Holt),","Burton; or, The sieges",m,,1838,m,0
11930,13259|Mr.Soda,13259,1830,m,"(Catherine Grace Frances), Gore, Mrs.",The manners of the day,f,,1830,m,0
17255,14462|VanHalsdt,14462,1844,m,"Lever, Charles James,",Arthur O'Leary,m,,1844,m,0
17281,3178|JackDanvers,3178,1848,m,"Howitt, William,",The hall and the hamlet;,m,,1848,m,0
12114,13870|Williams,13870,1839,m,"Old Sailor,","Hamilton King, or, The smuggler and the dwarf",m,,1839,m,0
17596,13329|Hugh,13329,1849,m,"Craik, Dinah Maria Mulock,",The Ogilvies,f,,1849,m,0
8817,11460|Baldwin,11460,1826,m,"Porter, Jane,",Tales round a winter hearth,f,,1826,m,0
9081,13701|Ramsay,13701,1825,m,,"The Abduction, or, The adventures of Major Sarney",u,,1825,m,0
15960,6084|WouterVanTwiller,6084,1849,m,"Irving, Washington,",A book of the Hudson,m,,1849,m,0
9488,6366|Tom,6366,1825,m,"(William Henry), Pyne, W. H.",The twenty-ninth of May,m,,1825,m,0
12345,10383|DouglasAshton,10383,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
12420,4348|Mr.Slingsby,4348,1836,m,"Willis, Nathaniel Parker,",Inklings of adventure,m,,1836,m,0
510,13540|Dominick,13540,1789,m,"Bennett,",Agnes de-Courci,u,,1789,m,0
13326,8620|Donald,8620,1839,m,,Waking dreams,u,,1839,m,0
5517,399|Sebastian,399,1811,m,,"The black banner, or, The siege of Clagenfurth",u,,1811,m,0
8345,6612|Luigi,6612,1829,m,,Waldegrave,u,,1829,m,0
2268,9796|William,9796,1800,m,,"Tales of the arbor; or, Evening rewards for morning studies",m,,1800,m,0
16659,14485|LordWigton,14485,1841,m,"Sinclair, Catherine,",Modern flirtations,f,,1841,m,0
17271,4562|Andre,4562,1847,m,"Ingraham, J. H. (Joseph Holt),",The treason of Arnold,m,,1847,m,0
12935,10380|Jobson,10380,1831,m,"Sir, Scott, Walter,",[Scott's novels],m,,1831,m,0
12759,10251|Lewis,10251,1835,m,"Edgeworth, Maria,",Tales and novels,f,,1835,m,0
8308,5585|Mr.B.,5585,1826,m,"Battersby, John.",Tell-tale Sophas,m,,1826,m,0
79,3010|Mr.King,3010,1795,m,anon3010,The hapless orphan;,u,,1795,m,0
16297,4493|Mr.Somerville,4493,1845,m,"Opie, Amelia Alderson,",White lies,f,,1845,m,0
8485,2217|James,2217,1827,m,"Boswell, George.",Maria of the mountain;,m,,1827,m,0
12007,14684|LordCairngraeme,14684,1833,m,"(Catherine Grace Frances), Gore, Mrs.",The sketch book of fashion,f,,1833,m,0
2509,14237|LordGrantin,14237,1803,m,,Letters of Miss Riversdale,u,,1803,m,0
3959,4973|DavieDeans,4973,1818,m,"Sir, Scott, Walter,",Tales of my landlord,m,,1818,m,0
17696,13807|LordSandford,13807,1847,m,,"Harden Hall, or, The three proposals",m,,1847,m,0
16621,6747|Isaacs,6747,1848,m,"Mayhew, Henry,",The image of his father;,m,,1848,m,0
17125,14326|Ben,14326,1842,m,"Marryat, Frederick,",Percival Keene,m,,1842,m,0
2781,14830|Erina,14830,1807,m,"Ormsby, Anne.",The soldier's family,f,,1807,m,0
